geneA	geneB	score	db	level
TRAPPC1	TRAPPC9	0.999	string	2
TRAPPC1	TRAPPC3	0.999	string	2
TRAPPC1	TRAPPC8	0.999	string	2
MAT2A	MAT2B	0.999	string	2
MAT2A	BHMT	0.982	string	2
MAT2A	MTR	0.981	string	2
B3GNT2	GCNT2	0.988	string	2
B3GNT2	B4GALT1	0.966	string	2
B3GNT2	B4GALT2	0.96	string	2
B3GNT2	B4GALT4	0.954	string	2
MSL2	MSL3	0.999	string	2
MSL2	MSL1	0.999	string	2
MSL2	KAT5	0.951	string	2
MSL2	MORF4L1	0.93	string	2
MSL3	MSL1	0.999	string	2
MSL3	H4C6	0.992	string	2
MSL3	KAT5	0.958	string	2
NUP98	SEH1L	0.999	string	2
NUP98	NUP155	0.999	string	2
NUP98	NUP214	0.999	string	2
NUP98	NUP88	0.999	string	2
NUP98	NUP54	0.999	string	2
WDR33	CPSF1	0.999	string	2
WDR33	FIP1L1	0.999	string	2
WDR33	SYMPK	0.999	string	2
MAT2B	BHMT	0.965	string	2
MAT2B	MTR	0.954	string	2
MAT2B	BHMT2	0.95	string	2
PSEN1	PSENEN	0.999	string	2
PSEN1	CTNNB1	0.999	string	2
PSEN1	PSEN2	0.999	string	2
PSEN1	APP	0.999	string	2
CAV3	DYSF	0.999	string	2
CAV3	CAV2	0.998	string	2
CAV3	CAV1	0.995	string	2
CAV3	DAG1	0.994	string	2
NUP43	NUP107	0.999	string	2
NUP43	NUP37	0.999	string	2
NUP43	SEC13	0.999	string	2
SMC1B	SMC3	0.999	string	2
SMC1B	REC8	0.999	string	2
SMC1B	RAD21L1	0.999	string	2
WDR5	H3C12	0.999	string	2
WDR5	H3C13	0.999	string	2
WDR5	DPY30	0.999	string	2
WDR5	KANSL1	0.999	string	2
WDR5	RBBP5	0.999	string	2
KIRREL1	NPHS2	0.999	string	2
KIRREL1	NPHS1	0.999	string	2
KIRREL1	TJP1	0.994	string	2
KIRREL1	FAT1	0.921	string	2
HLA-DRB1	HLA-DMA	0.999	string	2
HLA-DRB1	HLA-DRA	0.999	string	2
HLA-DRB1	HLA-DMB	0.997	string	2
HLA-DRB1	CD74	0.995	string	2
HLA-DRB1	CD4	0.994	string	2
FUT8	MAN2A1	0.975	string	2
FUT8	MAN2A2	0.974	string	2
FUT8	MGAT3	0.97	string	2
FUT8	B4GALT1	0.968	string	2
FUT8	MGAT2	0.968	string	2
SMC3	STAG2	0.999	string	2
SMC3	NIPBL	0.999	string	2
SMC3	RAD21	0.999	string	2
SMC3	PDS5A	0.999	string	2
SMC3	REC8	0.999	string	2
CD47	SIRPG	0.999	string	2
CD47	THBS1	0.999	string	2
CD47	SIRPA	0.999	string	2
CD47	SCARB2	0.994	string	2
CD47	CD36	0.994	string	2
AHCTF1	NUP37	0.999	string	2
AHCTF1	NUP107	0.999	string	2
AHCTF1	SEC13	0.999	string	2
AHCTF1	NUP133	0.999	string	2
MTR	MTRR	0.999	string	2
MTR	MTHFR	0.999	string	2
MTR	MTHFD1	0.997	string	2
MTR	SHMT1	0.994	string	2
MTR	CBS	0.994	string	2
AGT	AGTR2	0.999	string	2
AGT	AGTR1	0.999	string	2
AGT	ACE2	0.999	string	2
PSEN2	APH1A	0.999	string	2
PSEN2	PSENEN	0.999	string	2
EPRS1	EEF1E1	0.999	string	2
EPRS1	RARS2	0.999	string	2
EPRS1	IARS1	0.999	string	2
EPRS1	AIMP2	0.999	string	2
EPRS1	RPL13A	0.999	string	2
NPHS2	NPHS1	0.999	string	2
NPHS2	TRPC6	0.998	string	2
NPHS2	TJP1	0.987	string	2
FCGR3A	CD247	0.999	string	2
FCGR3A	CD19	0.997	string	2
FCGR3A	NCAM1	0.991	string	2
FCGR3A	TNFRSF8	0.99	string	2
APH1A	PSENEN	0.999	string	2
APH1A	PSEN1	0.999	string	2
APH1A	TMED10	0.996	string	2
CD2	CD58	0.999	string	2
CD2	CD48	0.998	string	2
CD2	CD8A	0.998	string	2
CD2	CD4	0.996	string	2
CD2	CD5	0.994	string	2
GNAS	GNB1	0.999	string	2
GNAS	GNG2	0.997	string	2
GNAS	PTH1R	0.997	string	2
GNAS	CRHR1	0.997	string	2
GNAS	TSHR	0.997	string	2
HLA-DMA	HLA-DRA	0.999	string	2
HLA-DMA	HLA-DPA1	0.999	string	2
HLA-DMA	HLA-DMB	0.999	string	2
HLA-DQB1	HLA-DQA1	0.999	string	2
HLA-DQB1	HCRT	0.986	string	2
HLA-DQB1	HLA-DRA	0.976	string	2
ANXA1	FPR1	0.999	string	2
ANXA1	FPR2	0.999	string	2
ANXA1	S100A11	0.998	string	2
ANXA1	ANXA2	0.989	string	2
ANXA1	DYSF	0.983	string	2
NPHS1	NCK1	0.997	string	2
NPHS1	KIRREL3	0.996	string	2
UCN3	CRHR2	0.999	string	2
UCN3	CRHR1	0.998	string	2
UCN3	UCN2	0.998	string	2
UCN3	CRH	0.997	string	2
UCN3	UCN	0.995	string	2
CLEC6A	CLEC4D	0.97	string	2
CLEC6A	SYK	0.954	string	2
CLEC6A	CARD9	0.922	string	2
CLEC6A	CBLB	0.9	string	2
TFPT	UCHL5	0.986	string	2
TFPT	ACTR8	0.985	string	2
TFPT	NFRKB	0.984	string	2
TFPT	ACTR5	0.981	string	2
HLA-DRA	HLA-DPA1	0.999	string	2
HLA-DRA	HLA-DRB5	0.999	string	2
HIPK2	TP53	0.999	string	2
HIPK2	AXIN1	0.979	string	2
HIPK2	UBE2I	0.966	string	2
HIPK2	PIN1	0.965	string	2
HIPK2	SIAH1	0.942	string	2
RAD21L1	SMC3	0.998	string	2
RAD21L1	SMC1A	0.996	string	2
RAD21L1	STAG2	0.978	string	2
DYSF	ANXA2	0.989	string	2
DYSF	CAPN3	0.985	string	2
KANSL1	PHF20	0.999	string	2
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
CSTF2	CSTF3	0.999	string	2
CSTF2	SYMPK	0.999	string	2
CSTF2	CPSF2	0.999	string	2
CSTF2	CSTF1	0.999	string	2
ACE2	DPP4	0.999	string	2
ACE2	TMPRSS2	0.999	string	2
ACE2	SLC6A19	0.999	string	2
ACE2	SLC6A20	0.998	string	2
MGAT5B	MGAT4B	0.992	string	2
MGAT5B	MGAT4A	0.99	string	2
MGAT5B	POMGNT1	0.983	string	2
MGAT5B	MGAT4C	0.95	string	2
MGAT5B	B4GALT2	0.942	string	2
TRAPPC2	TRAPPC10	0.999	string	2
TRAPPC2	TRAPPC5	0.999	string	2
TRAPPC2	TRAPPC4	0.999	string	2
TRAPPC2	TRAPPC1	0.999	string	2
TRAPPC2	TRAPPC3	0.999	string	2
HLA-DQB2	CD74	0.966	string	2
HLA-DQB2	HLA-DRA	0.962	string	2
HLA-DQB2	HLA-DMA	0.927	string	2
AGTR1	GNAQ	0.997	string	2
AGTR1	ACE2	0.996	string	2
AGTR1	AGTRAP	0.982	string	2
AGTR1	AGTR2	0.982	string	2
HLA-DMB	HLA-DRA	0.999	string	2
HLA-DMB	HLA-DPA1	0.997	string	2
FAU	RPL17	0.999	string	2
FAU	RPL23A	0.999	string	2
FAU	RPL8	0.999	string	2
FAU	RPS20	0.999	string	2
FAU	RPL10A	0.999	string	2
FCGR3B	CD247	0.999	string	2
FCGR3B	CD19	0.997	string	2
FCGR3B	NCAM1	0.991	string	2
FCGR3B	TNFRSF8	0.986	string	2
NFRKB	UCHL5	0.998	string	2
NFRKB	INO80	0.996	string	2
NFRKB	ACTR8	0.991	string	2
TRAPPC2L	TRAPPC10	0.999	string	2
TRAPPC2L	TRAPPC3	0.999	string	2
TRAPPC2L	TRAPPC6B	0.999	string	2
TRAPPC2L	TRAPPC9	0.999	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
APOC1	APOE	0.999	string	2
APOC1	APOA1	0.998	string	2
APOC1	APOB	0.996	string	2
TRAPPC5	TRAPPC3	0.999	string	2
TRAPPC5	TRAPPC9	0.999	string	2
TRAPPC5	TRAPPC2L	0.999	string	2
TRAPPC5	TRAPPC8	0.999	string	2
TRAPPC5	TRAPPC6A	0.999	string	2
SIRPA	PTPN11	0.999	string	2
SIRPA	CD200	0.983	string	2
SIRPA	SIRPG	0.977	string	2
SIRPA	TREM2	0.965	string	2
ST3GAL6	FUT7	0.96	string	2
ST3GAL6	B3GNT3	0.954	string	2
ST3GAL6	ST8SIA1	0.952	string	2
ST3GAL6	FUT3	0.951	string	2
ST3GAL6	B4GALT4	0.948	string	2
REC8	SMC1A	0.996	string	2
REC8	STAG1	0.994	string	2
CPSF1	SYMPK	0.999	string	2
CPSF1	FIP1L1	0.999	string	2
CPSF1	CSTF3	0.999	string	2
KNG1	KLKB1	0.999	string	2
KNG1	BDKRB2	0.999	string	2
KNG1	BDKRB1	0.999	string	2
KNG1	F12	0.998	string	2
KNG1	C1QBP	0.998	string	2
INO80	RUVBL2	0.999	string	2
INO80	RUVBL1	0.999	string	2
LPL	GPIHBP1	0.999	string	2
LPL	ANGPTL4	0.994	string	2
LPL	ANGPTL3	0.993	string	2
LPL	LRP1	0.987	string	2
LARS2	KARS1	0.996	string	2
LARS2	MARS1	0.994	string	2
LARS2	EPRS1	0.992	string	2
LARS2	QARS1	0.991	string	2
TRAPPC6A	TRAPPC2	0.999	string	3
TRAPPC6A	TRAPPC1	0.999	string	3
TRAPPC6A	TRAPPC4	0.999	string	3
TRAPPC6A	TRAPPC5	0.999	string	3
TRAPPC6A	TRAPPC3	0.999	string	3
MIF	CD74	0.999	string	3
MIF	CXCR2	0.993	string	3
MIF	CXCR4	0.991	string	3
MIF	COPS5	0.976	string	3
MIF	GOT2	0.929	string	3
BDKRB1	KNG1	0.999	string	3
BDKRB1	GNAQ	0.974	string	3
BDKRB1	AGT	0.973	string	3
BDKRB1	BDKRB2	0.969	string	3
BDKRB1	GNB1	0.952	string	3
CSTF1	CSTF2	0.999	string	3
CSTF1	CSTF3	0.999	string	3
CSTF1	CPSF2	0.998	string	3
CSTF1	BARD1	0.997	string	3
CSTF1	CSTF2T	0.996	string	3
AHCY	MTR	0.992	string	3
AHCY	BHMT	0.988	string	3
AHCY	CBS	0.987	string	3
AHCY	CTH	0.983	string	3
AHCY	BHMT2	0.979	string	3
STAG2	SMC3	0.999	string	3
STAG2	RAD21	0.999	string	3
STAG2	PDS5A	0.999	string	3
STAG2	SMC1A	0.999	string	3
STAG2	WAPL	0.997	string	3
CAV2	CAV1	0.999	string	3
CAV2	CAV3	0.998	string	3
CAV2	EGFR	0.977	string	3
CAV2	SRC	0.971	string	3
CAV2	FYN	0.962	string	3
AIMP2	KARS1	0.999	string	3
AIMP2	MARS1	0.999	string	3
AIMP2	DARS1	0.999	string	3
AIMP2	QARS1	0.999	string	3
AIMP2	AIMP1	0.999	string	3
C1QBP	KNG1	0.998	string	3
C1QBP	F12	0.966	string	3
C1QBP	PHB2	0.964	string	3
C1QBP	VTN	0.959	string	3
C1QBP	KRT1	0.949	string	3
NUP107	NUP214	0.999	string	3
NUP107	SEH1L	0.999	string	3
NUP107	NUP155	0.999	string	3
NUP107	NUP205	0.999	string	3
NUP107	NUP37	0.999	string	3
NUP155	NUP54	0.999	string	3
NUP155	NUP188	0.999	string	3
NUP155	SEH1L	0.999	string	3
NUP155	NUP205	0.999	string	3
APOB	APOA2	0.999	string	3
APOB	APOC3	0.999	string	3
APOB	APOE	0.999	string	3
APOB	MTTP	0.999	string	3
APOB	LPA	0.999	string	3
KLRK1	HCST	0.999	string	3
KLRK1	MICA	0.999	string	3
KLRK1	MICB	0.999	string	3
KLRK1	RAET1E	0.999	string	3
KLRK1	ULBP2	0.999	string	3
LRP1	APOE	0.999	string	3
LRP1	A2M	0.998	string	3
LRP1	CALR	0.998	string	3
LRP1	LRPAP1	0.997	string	3
LRP1	HSP90B1	0.996	string	3
H4C6	RBBP4	0.999	string	3
H4C6	H2AC8	0.999	string	3
H4C6	H2AC20	0.999	string	3
H4C6	H3-4	0.999	string	3
H4C6	H3-3B	0.999	string	3
SYMPK	FIP1L1	0.999	string	3
SYMPK	CSTF2	0.999	string	3
SYMPK	CSTF3	0.999	string	3
SYMPK	CPSF2	0.999	string	3
PIN1	IRF3	0.967	string	3
PIN1	HIPK2	0.965	string	3
PIN1	TP53	0.946	string	3
PIN1	POLR2A	0.912	string	3
PIN1	SFN	0.909	string	3
F12	KNG1	0.998	string	3
F12	SERPING1	0.987	string	3
F12	KLKB1	0.972	string	3
F12	SERPINC1	0.969	string	3
DMGDH	BHMT	0.992	string	3
DMGDH	GNMT	0.97	string	3
DMGDH	PIPOX	0.968	string	3
DMGDH	SARDH	0.953	string	3
DMGDH	GLDC	0.949	string	3
CHRND	CHRNA1	0.959	string	3
CHRND	RAPSN	0.93	string	3
CHRND	CHRNB1	0.908	string	3
THBS1	FN1	0.999	string	3
THBS1	CD47	0.999	string	3
THBS1	CD36	0.999	string	3
THBS1	SCARB2	0.997	string	3
THBS1	MMP9	0.997	string	3
MAN2A1	MGAT2	0.978	string	3
MAN2A1	FUT8	0.975	string	3
MAN2A1	MGAT1	0.972	string	3
MAN2A1	MAN1A1	0.97	string	3
MAN2A1	MAN1A2	0.936	string	3
SCARB1	APOA1	0.999	string	3
SCARB1	APOB	0.997	string	3
SCARB1	TLR4	0.996	string	3
SCARB1	TLR2	0.996	string	3
SCARB1	CD81	0.995	string	3
AXIN1	BTRC	0.999	string	3
AXIN1	GSK3A	0.999	string	3
AXIN1	CTNNB1	0.999	string	3
AXIN1	DVL1	0.999	string	3
AXIN1	AXIN2	0.999	string	3
RPL8	RPL4	0.999	string	3
RPL8	RPS7	0.999	string	3
RPL8	RPS4X	0.999	string	3
RPL8	RPLP1	0.999	string	3
RPL8	RPS5	0.999	string	3
EP300	RELA	0.999	string	3
EP300	STAT3	0.999	string	3
EP300	TP53	0.999	string	3
EP300	JUN	0.999	string	3
EP300	HIF1A	0.999	string	3
TNFRSF8	TNFSF8	0.999	string	3
TNFRSF8	FCGR3A	0.99	string	3
TNFRSF8	FCGR3B	0.986	string	3
TNFRSF8	TRAF5	0.969	string	3
TNFRSF8	TRAF3	0.955	string	3
DARS1	EPRS1	0.999	string	3
DARS1	EEF1E1	0.999	string	3
DARS1	QARS1	0.999	string	3
DARS1	MARS1	0.999	string	3
RBBP5	DPY30	0.999	string	3
RBBP5	ASH2L	0.999	string	3
RBBP5	KMT2C	0.999	string	3
RBBP5	SETD1A	0.999	string	3
RBBP5	HCFC1	0.999	string	3
KLKB1	KNG1	0.999	string	3
KLKB1	SERPING1	0.996	string	3
KLKB1	A2M	0.957	string	3
KLKB1	PLG	0.936	string	3
NUP54	NUP98	0.999	string	3
NUP54	RANBP2	0.999	string	3
NUP54	NUP58	0.999	string	3
NUP54	NUP93	0.999	string	3
SCARB2	TLR4	0.996	string	3
SCARB2	TLR2	0.996	string	3
SCARB2	CD47	0.994	string	3
SCARB2	TLR6	0.993	string	3
MGAT4A	MGAT5	0.991	string	3
MGAT4A	MGAT5B	0.99	string	3
MGAT4A	MGAT3	0.968	string	3
MGAT4A	MGAT2	0.967	string	3
MGAT4A	FUT8	0.959	string	3
ZAP70	CBL	0.999	string	3
ZAP70	CD247	0.999	string	3
ZAP70	LAT	0.999	string	3
ZAP70	LCK	0.999	string	3
ZAP70	TYROBP	0.999	string	3
ITIH4	CXCR4	0.999	string	3
ITIH4	CD4	0.999	string	3
ITIH4	CCR5	0.999	string	3
ITIH4	CD209	0.998	string	3
ITIH4	SCD5	0.997	string	3
S100A11	ANXA1	0.998	string	3
S100A11	ANXA2	0.996	string	3
S100A11	AGER	0.961	string	3
UCN2	CRHR2	0.999	string	3
UCN2	UCN3	0.998	string	3
UCN2	CRHR1	0.997	string	3
UCN2	UCN	0.996	string	3
UCN2	CRH	0.995	string	3
NIPBL	SMC3	0.999	string	3
NIPBL	RAD21	0.999	string	3
NIPBL	MAU2	0.999	string	3
NIPBL	SMC1A	0.999	string	3
NIPBL	PDS5A	0.998	string	3
TRAPPC8	TRAPPC3	0.999	string	3
TRAPPC8	TRAPPC12	0.999	string	3
TRAPPC8	TRAPPC11	0.999	string	3
TRAPPC8	TRAPPC2	0.999	string	3
TRAPPC8	TRAPPC1	0.999	string	3
APP	SORL1	0.999	string	3
APP	APBB1	0.999	string	3
APP	APOE	0.999	string	3
APP	BACE1	0.999	string	3
APP	PSEN1	0.999	string	3
GNAQ	S1PR3	0.999	string	3
GNAQ	HRH1	0.999	string	3
GNAQ	GRM5	0.999	string	3
GNAQ	PLCB1	0.999	string	3
GNAQ	PLCB3	0.999	string	3
TRAPPC10	TRAPPC2	0.999	string	3
TRAPPC10	TRAPPC5	0.999	string	3
TRAPPC10	TRAPPC9	0.999	string	3
TRAPPC10	TRAPPC2L	0.999	string	3
TRAPPC10	TRAPPC1	0.998	string	3
CCR5	CCL3L1	0.999	string	3
CCR5	CCL8	0.999	string	3
CCR5	CCL5	0.999	string	3
CCR5	CD4	0.999	string	3
HCRT	HCRTR2	0.999	string	3
HCRT	HCRTR1	0.999	string	3
HCRT	PMCH	0.996	string	3
HCRT	HLA-DQB1	0.986	string	3
HCRT	HLA-DQA1	0.972	string	3
WAPL	PDS5A	0.999	string	3
WAPL	RAD21	0.999	string	3
WAPL	SMC3	0.999	string	3
WAPL	STAG1	0.999	string	3
WAPL	PDS5B	0.999	string	3
CLEC4D	CLEC4E	0.986	string	3
CLEC4D	CLEC6A	0.97	string	3
ANGPTL4	LPL	0.994	string	3
ANGPTL4	ANGPTL8	0.979	string	3
ANGPTL4	GPIHBP1	0.926	string	3
ANGPTL4	ANGPTL3	0.915	string	3
ANGPTL4	CLDN5	0.913	string	3
TMED10	TMED2	0.999	string	3
TMED10	TMED9	0.999	string	3
TMED10	NCSTN	0.997	string	3
TMED10	APH1A	0.996	string	3
TMED10	TMED4	0.993	string	3
PDS5A	STAG1	0.999	string	3
PDS5A	RAD21	0.999	string	3
PDS5A	CDCA5	0.999	string	3
CHRNB1	RAPSN	0.929	string	3
CHRNB1	CHRNA1	0.912	string	3
SLC6A19	ACE2	0.999	string	3
SLC6A19	CLTRN	0.957	string	3
SLC6A19	SLC36A2	0.956	string	3
SIRPG	CD47	0.999	string	3
SIRPG	SIRPA	0.977	string	3
SIRPG	TYROBP	0.954	string	3
SIRPG	SYK	0.913	string	3
SIRPG	TREM2	0.903	string	3
FUT3	FUT2	0.997	string	3
FUT3	FUT1	0.994	string	3
FUT3	B3GNT3	0.958	string	3
FUT3	B3GALT5	0.953	string	3
FUT3	ST3GAL4	0.952	string	3
MGAT2	MAN2A2	0.971	string	3
MGAT2	MGAT3	0.97	string	3
MGAT2	MGAT4B	0.968	string	3
MGAT2	FUT8	0.968	string	3
QARS1	MARS1	0.999	string	3
QARS1	LARS1	0.999	string	3
QARS1	KARS1	0.999	string	3
QARS1	EPRS1	0.999	string	3
B4GALT2	B3GNT2	0.96	string	3
B4GALT2	FUT8	0.959	string	3
B4GALT2	ST6GAL2	0.958	string	3
B4GALT2	ST6GAL1	0.952	string	3
B4GALT2	B3GALT1	0.951	string	3
CD19	LYN	0.999	string	3
CD19	IFITM1	0.999	string	3
CD19	CR2	0.999	string	3
CD19	CD81	0.999	string	3
CD19	CD79A	0.998	string	3
CSTF3	CPSF1	0.999	string	3
CSTF3	FIP1L1	0.999	string	3
CSTF3	CSTF2	0.999	string	3
AHCYL2	BHMT	0.975	string	3
AHCYL2	CBS	0.975	string	3
