geneA	geneB	score	db	level
HLA-DOA	HLA-B	0.977	string	2
HLA-DOA	HLA-DPB1	0.977	string	2
INO80B	RUVBL2	0.999	string	2
INO80B	INO80	0.999	string	2
INO80B	RUVBL1	0.999	string	2
INO80B	ACTR5	0.998	string	2
INO80B	INO80C	0.997	string	2
APOA1	APOA2	0.999	string	2
APOA1	APOE	0.999	string	2
APOA1	APOB	0.999	string	2
APOA1	APOC3	0.999	string	2
APOA1	SCARB1	0.999	string	2
ACTR5	RUVBL1	0.999	string	2
ACTR5	INO80C	0.999	string	2
ACTR5	NFRKB	0.999	string	2
ACTR5	INO80	0.999	string	2
TUBGCP6	TUBG1	0.999	string	2
TUBGCP6	TUBGCP2	0.999	string	2
TUBGCP6	TUBGCP3	0.999	string	2
TUBGCP6	TUBGCP4	0.999	string	2
TUBGCP6	MZT1	0.999	string	2
APOE	APOC2	0.999	string	2
APOE	APOB	0.999	string	2
APOE	APOC3	0.999	string	2
APOE	LRP2	0.999	string	2
APOE	APOA2	0.999	string	2
LAMA5	LAMC1	0.999	string	2
LAMA5	LAMB1	0.998	string	2
LAMA5	ITGA6	0.995	string	2
LAMA5	ITGB1	0.983	string	2
LAMA5	LAMA1	0.951	string	2
BHMT2	AHCY	0.979	string	2
BHMT2	CTH	0.979	string	2
BHMT2	AHCYL2	0.973	string	2
BHMT2	MAT2A	0.973	string	2
NDUFB5	NDUFA8	0.999	string	2
NDUFB5	NDUFS5	0.999	string	2
NDUFB5	NDUFA2	0.999	string	2
NDUFB5	NDUFB10	0.999	string	2
TUBB2B	TUBA1B	0.998	string	2
TUBB2B	TUBA1A	0.997	string	2
TUBB2B	DYNC1H1	0.984	string	2
TUBB2B	KIF11	0.974	string	2
NDUFAF1	TMEM126B	0.999	string	2
NDUFAF1	NDUFS1	0.999	string	2
NDUFAF1	NDUFA13	0.999	string	2
NDUFAF1	NDUFA12	0.999	string	2
NDUFAF1	ACAD9	0.999	string	2
BARD1	UIMC1	0.999	string	2
BARD1	RAD51	0.999	string	2
BARD1	RBBP8	0.999	string	2
BARD1	BRCA2	0.999	string	2
BARD1	MRE11	0.999	string	2
CHRNA1	CHRND	0.959	string	2
CHRNA1	CHRNG	0.926	string	2
CHRNA1	CHRNB1	0.912	string	2
MARS1	DARS1	0.999	string	2
MARS1	QARS1	0.999	string	2
MARS1	LARS1	0.999	string	2
MARS1	KARS1	0.999	string	2
MARS1	EEF1E1	0.999	string	2
TYROBP	ZAP70	0.999	string	2
TYROBP	TREM2	0.999	string	2
TYROBP	KLRD1	0.999	string	2
ARSB	ARSA	0.95	string	2
ARSB	SUMF1	0.947	string	2
ARSB	ARSG	0.94	string	2
ARSB	HYAL1	0.921	string	2
HYAL1	GUSB	0.942	string	2
REN	AGT	0.999	string	2
REN	ATP6AP2	0.999	string	2
REN	AGTR1	0.969	string	2
REN	ACE2	0.96	string	2
BHMT	DMGDH	0.992	string	2
BHMT	CTH	0.99	string	2
BHMT	AHCY	0.988	string	2
BHMT	CBS	0.985	string	2
CRHBP	CRH	0.999	string	2
CRHBP	CRHR1	0.983	string	2
CRHBP	CRHR1-2	0.978	string	2
CRHBP	UCN	0.976	string	2
CRHBP	CRHR2	0.974	string	2
CRH	CRHR1	0.999	string	2
CRH	CRHR1-2	0.999	string	2
CRH	CRHR2	0.999	string	2
CRH	UCN	0.999	string	2
DENR	MCTS1	0.999	string	2
DENR	FIS1	0.995	string	2
DENR	MFF	0.994	string	2
DENR	FAU	0.994	string	2
DENR	MIEF1	0.99	string	2
NDUFC2	NDUFA9	0.999	string	2
NDUFC2	NDUFA5	0.999	string	2
NDUFC2	NDUFB8	0.999	string	2
NDUFC2	NDUFB11	0.999	string	2
NDUFC2	NDUFA6	0.999	string	2
MARS2	IARS1	0.996	string	2
MARS2	LARS2	0.995	string	2
MARS2	IARS2	0.995	string	2
MARS2	EPRS1	0.993	string	2
MARS2	LARS1	0.993	string	2
CD96	NECTIN2	0.999	string	2
CD96	NECTIN1	0.992	string	2
CD96	TIGIT	0.973	string	2
APP	SORL1	0.999	string	2
APP	APBB1	0.999	string	2
APP	APOE	0.999	string	2
APP	BACE1	0.999	string	2
APP	PSEN1	0.999	string	2
NCR1	CD247	0.999	string	2
NCR1	NCR2	0.995	string	2
NCR1	NCR3	0.992	string	2
NCR1	KLRK1	0.986	string	2
NCSTN	APH1A	0.999	string	2
NCSTN	PSEN1	0.999	string	2
NCSTN	PSENEN	0.999	string	2
NCSTN	PSEN2	0.999	string	2
CPA3	CMA1	0.966	string	2
CPA3	TPSAB1	0.945	string	2
CPA3	CPA1	0.922	string	2
CPA3	FCER1A	0.921	string	2
UCN	CRHR1-2	0.999	string	2
UCN	CRHR1	0.999	string	2
UCN	CRHR2	0.999	string	2
UCN	UCN2	0.996	string	2
NDUFAF2	NDUFA12	0.998	string	2
NDUFAF2	NDUFS4	0.996	string	2
NDUFAF2	NDUFS8	0.992	string	2
NDUFAF2	NDUFS1	0.992	string	2
NDUFAF2	NDUFV2	0.992	string	2
RAPSN	MUSK	0.991	string	2
RAPSN	AGRN	0.988	string	2
RAPSN	DOK7	0.983	string	2
RAPSN	CHRND	0.93	string	2
RAPSN	CHRNB1	0.929	string	2
CPSF2	CPSF1	0.999	string	2
CPSF2	CPSF4	0.999	string	2
CPSF2	WDR33	0.999	string	2
CPSF2	CPSF3	0.999	string	2
CPSF2	FIP1L1	0.999	string	2
MFF	DNM1L	0.999	string	2
MFF	FIS1	0.989	string	2
MFF	MIEF1	0.966	string	2
MAT2A	MAT2B	0.999	string	2
MAT2A	BHMT	0.982	string	2
MAT2A	MTR	0.981	string	2
UBE2E1	UBA1	0.978	string	2
UBE2E1	TRIM21	0.964	string	2
UBE2E1	UBE2E3	0.96	string	2
UBE2E1	UBE2E2	0.938	string	2
B3GNT2	GCNT2	0.988	string	2
B3GNT2	B4GALT1	0.966	string	2
B3GNT2	B4GALT2	0.96	string	2
B3GNT2	B4GALT4	0.954	string	2
ADAM17	TIMP3	0.996	string	2
ADAM17	RHBDF2	0.986	string	2
ADAM17	HBEGF	0.967	string	2
ADAM17	NOTCH1	0.953	string	2
MSL2	MSL3	0.999	string	2
MSL2	MSL1	0.999	string	2
MSL2	KAT5	0.951	string	2
MSL2	MORF4L1	0.93	string	2
UBXN2A	VCP	0.999	string	2
UBXN2A	NSFL1C	0.999	string	2
UBXN2A	ASPSCR1	0.997	string	2
UBXN2A	UBXN10	0.997	string	2
UBXN2A	VCPIP1	0.995	string	2
MSL3	MSL1	0.999	string	2
MSL3	H4C6	0.992	string	2
MSL3	KAT5	0.958	string	2
SGSH	NAGLU	0.989	string	2
SGSH	HGSNAT	0.981	string	2
SGSH	SUMF1	0.93	string	2
SGSH	MANBA	0.901	string	2
CSTF3	CPSF1	0.999	string	2
CSTF3	FIP1L1	0.999	string	2
CSTF3	SYMPK	0.999	string	2
CSTF3	CSTF2	0.999	string	2
NDUFAF3	NDUFB10	0.999	string	2
NDUFAF3	NDUFA8	0.999	string	2
NDUFAF3	TIMMDC1	0.999	string	2
NDUFAF3	NDUFAF4	0.999	string	2
GSK3B	CSNK1A1	0.999	string	2
GSK3B	APC	0.999	string	2
GSK3B	AXIN1	0.999	string	2
GSK3B	FRAT1	0.999	string	2
MAT2B	BHMT	0.965	string	2
MAT2B	MTR	0.954	string	2
MAT2B	BHMT2	0.95	string	2
PSEN1	PSENEN	0.999	string	2
PSEN1	CTNNB1	0.999	string	2
PSEN1	PSEN2	0.999	string	2
CSTF2T	CSTF3	0.998	string	2
CSTF2T	CSTF2	0.989	string	2
CSTF2T	FIP1L1	0.985	string	2
CSTF2T	SYMPK	0.983	string	2
TUBA1B	TUBB3	0.999	string	2
TUBA1B	TUBB	0.999	string	2
TUBA1B	TUBB2A	0.999	string	2
TUBA1B	TUBB4B	0.996	string	2
IDS	HPSE	0.903	string	2
IDS	HPSE2	0.902	string	2
DLG1	GRIA1	0.999	string	2
DLG1	PTEN	0.996	string	2
DLG1	GRIN2B	0.992	string	2
DLG1	MAPK12	0.982	string	2
SPAM1	GUSB	0.937	string	2
SPAM1	ARSB	0.918	string	2
WDR5	H3C12	0.999	string	2
WDR5	H3C13	0.999	string	2
WDR5	DPY30	0.999	string	2
WDR5	KANSL1	0.999	string	2
WDR5	RBBP5	0.999	string	2
HLA-DRB1	HLA-DMA	0.999	string	2
HLA-DRB1	HLA-DRA	0.999	string	2
HLA-DRB1	HLA-DMB	0.997	string	2
HLA-DRB1	CD74	0.995	string	2
HLA-DRB1	CD4	0.994	string	2
FUT8	MAN2A1	0.975	string	2
FUT8	MAN2A2	0.974	string	2
FUT8	MGAT3	0.97	string	2
FUT8	B4GALT1	0.968	string	2
FUT8	MGAT2	0.968	string	2
MT-ND4	NDUFB3	0.999	string	2
MT-ND4	MT-CYB	0.999	string	2
MT-ND4	NDUFS1	0.999	string	2
MT-ND4	NDUFAB1	0.999	string	2
MT-ND4	NDUFV2	0.999	string	2
MT-ND3	NDUFA2	0.999	string	2
MT-ND3	NDUFA8	0.999	string	2
MT-ND3	MT-CO3	0.999	string	2
MT-ND3	NDUFA12	0.999	string	2
CD47	SIRPG	0.999	string	2
CD47	THBS1	0.999	string	2
CD47	SIRPA	0.999	string	2
CD47	SCARB2	0.994	string	2
CD47	CD36	0.994	string	2
MTR	MTRR	0.999	string	2
MTR	MTHFR	0.999	string	2
MTR	MTHFD1	0.997	string	2
MTR	SHMT1	0.994	string	2
MTR	CBS	0.994	string	2
AGT	AGTR2	0.999	string	2
AGT	AGTR1	0.999	string	2
AGT	ACE2	0.999	string	2
PSEN2	APH1A	0.999	string	2
PSEN2	PSENEN	0.999	string	2
EPRS1	EEF1E1	0.999	string	2
EPRS1	RARS2	0.999	string	2
EPRS1	IARS1	0.999	string	2
EPRS1	AIMP2	0.999	string	2
EPRS1	RPL13A	0.999	string	2
FCGR3A	CD247	0.999	string	2
FCGR3A	CD19	0.997	string	2
FCGR3A	NCAM1	0.991	string	2
FCGR3A	TNFRSF8	0.99	string	2
FCER1A	SYK	0.969	string	2
FCER1A	FYN	0.947	string	2
APH1A	PSENEN	0.999	string	2
APH1A	PSEN1	0.999	string	2
APH1A	TMED10	0.996	string	2
NDUFAF4	TIMMDC1	0.999	string	2
NDUFAF4	NDUFS7	0.999	string	2
NDUFAF4	NDUFA13	0.999	string	2
NDUFAF4	NDUFS5	0.995	string	2
BLOC1S2	BLOC1S6	0.999	string	2
BLOC1S2	KXD1	0.999	string	2
BLOC1S2	BLOC1S1	0.999	string	2
BLOC1S2	DTNBP1	0.999	string	2
BLOC1S2	SNAPIN	0.999	string	2
GNAS	GNB1	0.999	string	2
GNAS	GNG2	0.997	string	2
GNAS	PTH1R	0.997	string	2
GNAS	CRHR1	0.997	string	2
GNAS	TSHR	0.997	string	2
HLA-DMA	HLA-DRA	0.999	string	2
HLA-DMA	HLA-DPA1	0.999	string	2
HLA-DMA	HLA-DMB	0.999	string	2
HLA-DQB1	HLA-DQA1	0.999	string	2
HLA-DQB1	HCRT	0.986	string	2
HLA-DQB1	HLA-DRA	0.976	string	2
SYK	CLEC7A	0.999	string	2
SYK	LCP2	0.999	string	2
SYK	TYROBP	0.999	string	2
SYK	VAV1	0.999	string	2
SYK	LYN	0.999	string	2
NDUFAF5	NDUFS7	0.999	string	2
NDUFAF5	NDUFAF3	0.999	string	2
NDUFAF5	NDUFS3	0.96	string	2
NDUFAF5	NDUFAF4	0.953	string	2
UCN3	CRHR2	0.999	string	2
UCN3	CRHR1	0.998	string	2
UCN3	UCN2	0.998	string	2
UCN3	CRH	0.997	string	2
UCN3	UCN	0.995	string	2
CENPJ	SASS6	0.998	string	2
CENPJ	PLK4	0.996	string	2
CENPJ	CEP135	0.996	string	2
CENPJ	CEP152	0.995	string	2
CENPJ	STIL	0.994	string	2
CLEC6A	CLEC4D	0.97	string	2
CLEC6A	SYK	0.954	string	2
CLEC6A	CARD9	0.922	string	2
CLEC6A	CBLB	0.9	string	2
TFPT	UCHL5	0.986	string	2
TFPT	ACTR8	0.985	string	2
TFPT	NFRKB	0.984	string	2
TFPT	ACTR5	0.981	string	2
HLA-DRA	HLA-DPA1	0.999	string	2
HLA-DRA	HLA-DRB5	0.999	string	2
MZT2B	MZT1	0.999	string	2
MZT2B	NEDD1	0.999	string	2
MZT2B	TUBGCP4	0.996	string	2
MZT2B	TUBGCP5	0.993	string	2
MZT2B	TUBGCP6	0.991	string	2
KANSL1	PHF20	0.999	string	2
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
CSTF2	CPSF3	0.999	string	2
CSTF2	SYMPK	0.999	string	2
CSTF2	CPSF2	0.999	string	2
C1GALT1	C1GALT1C1	0.978	string	2
C1GALT1	GCNT1	0.974	string	2
C1GALT1	ST3GAL1	0.973	string	2
C1GALT1	B3GNT6	0.972	string	2
ACE2	DPP4	0.999	string	2
ACE2	TMPRSS2	0.999	string	2
ACE2	SLC6A19	0.999	string	2
ACE2	SLC6A20	0.998	string	2
MGAT5B	MGAT4B	0.992	string	2
MGAT5B	MGAT4A	0.99	string	2
MGAT5B	POMGNT1	0.983	string	2
MGAT5B	MGAT4C	0.95	string	2
MGAT5B	B4GALT2	0.942	string	2
HLA-DQB2	CD74	0.966	string	2
HLA-DQB2	HLA-DRA	0.962	string	2
HLA-DQB2	HLA-DMA	0.927	string	2
AGTR1	GNAQ	0.997	string	2
AGTR1	ACE2	0.996	string	2
AGTR1	AGTRAP	0.982	string	2
AGTR1	AGTR2	0.982	string	2
HLA-DMB	HLA-DRA	0.999	string	2
HLA-DMB	HLA-DPA1	0.997	string	2
GCNT1	ST3GAL1	0.971	string	2
GCNT1	B3GNT6	0.967	string	2
GCNT1	C1GALT1C1	0.965	string	2
NECTIN3	TIGIT	0.999	string	2
NECTIN3	AFDN	0.999	string	2
NECTIN3	NECTIN2	0.999	string	2
NECTIN3	NECTIN1	0.997	string	2
NSFL1C	VCPIP1	0.999	string	2
NSFL1C	UBXN6	0.999	string	2
NSFL1C	VCP	0.999	string	2
NSFL1C	UFD1	0.998	string	2
BRCA1	MDC1	0.999	string	2
BRCA1	PALB2	0.999	string	2
BRCA1	BRCA2	0.999	string	2
BRCA1	RAD50	0.999	string	2
BRCA1	BARD1	0.999	string	2
TIGIT	NECTIN2	0.999	string	2
TIGIT	CD226	0.986	string	2
TIGIT	NECTIN1	0.978	string	2
CDK5	CDK5R1	0.999	string	2
CDK5	CDK5R2	0.993	string	2
CDK5	DPYSL2	0.98	string	2
CDK5	PPP1R1B	0.976	string	2
NDUFA13	NDUFS3	0.999	string	2
NDUFA13	MT-ND1	0.999	string	2
NDUFA13	NDUFV1	0.999	string	2
NDUFA13	NDUFB9	0.999	string	2
NDUFA13	NDUFA3	0.999	string	2
LYN	CD79A	0.999	string	2
LYN	BLNK	0.999	string	2
LYN	CD19	0.999	string	2
LYN	GP6	0.997	string	2
FAU	RPL17	0.999	string	2
FAU	RPL23A	0.999	string	2
FAU	RPL8	0.999	string	2
FAU	RPS20	0.999	string	2
FAU	RPL10A	0.999	string	2
FCGR3B	CD247	0.999	string	2
FCGR3B	CD19	0.997	string	2
FCGR3B	NCAM1	0.991	string	2
FCGR3B	TNFRSF8	0.986	string	2
NFRKB	UCHL5	0.998	string	2
NFRKB	INO80	0.996	string	2
NFRKB	ACTR8	0.991	string	2
DMXL2	WDR7	0.992	string	2
DMXL2	ROGDI	0.958	string	2
DMXL2	RAB3GAP1	0.913	string	2
DMXL2	RAB3GAP2	0.9	string	2
DNM1L	MIEF1	0.998	string	2
DNM1L	PGAM5	0.993	string	2
CD226	NECTIN2	0.999	string	2
CD226	NECTIN1	0.992	string	2
CD226	ITGB2	0.97	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
SIRPA	PTPN11	0.999	string	2
SIRPA	CD200	0.983	string	2
SIRPA	SIRPG	0.977	string	2
SIRPA	TREM2	0.965	string	2
ST3GAL6	FUT7	0.96	string	2
ST3GAL6	B3GNT3	0.954	string	2
ST3GAL6	ST8SIA1	0.952	string	2
ST3GAL6	FUT3	0.951	string	2
ST3GAL6	B4GALT4	0.948	string	2
IGHV3-43D	IGKV2D-29	0.972	string	2
IGHV3-43D	IGLL5	0.972	string	2
IGHV3-43D	IGKV1-33	0.965	string	2
IGHV3-43D	IGKV1D-33	0.965	string	2
IGHV3-43D	IGKV2D-28	0.961	string	2
TSPAN33	PDZD11	0.958	string	2
TSPAN33	PLEKHA7	0.911	string	2
B3GNT6	C1GALT1C1	0.969	string	2
B3GNT6	GCNT3	0.968	string	2
KNG1	KLKB1	0.999	string	2
KNG1	BDKRB2	0.999	string	2
KNG1	BDKRB1	0.999	string	2
KNG1	F12	0.998	string	2
KNG1	C1QBP	0.998	string	2
LRP2	CUBN	0.999	string	2
LRP2	AMN	0.998	string	2
LRP2	ANKRA2	0.997	string	2
LRP2	LRPAP1	0.994	string	2
CTLA4	CD86	0.999	string	2
CTLA4	LOC102723996	0.999	string	2
CTLA4	CD80	0.999	string	2
CTLA4	CD274	0.999	string	2
CTLA4	ICOS	0.998	string	2
INO80	RUVBL2	0.999	string	2
INO80	RUVBL1	0.999	string	2
LARS2	KARS1	0.996	string	2
LARS2	MARS1	0.994	string	2
LARS2	EPRS1	0.992	string	2
LARS2	QARS1	0.991	string	2
CPA1	CELA3A	0.989	string	3
CPA1	CTRB1	0.973	string	3
CPA1	CELA3B	0.973	string	3
CPA1	CPB1	0.969	string	3
CPA1	CEL	0.956	string	3
LCP2	LAT	0.999	string	3
LCP2	ITK	0.999	string	3
LCP2	LCK	0.999	string	3
LCP2	GRAP2	0.999	string	3
LCP2	VAV3	0.999	string	3
CETP	APOB	0.989	string	3
CETP	APOA1	0.989	string	3
CETP	LCAT	0.987	string	3
CETP	APOC1	0.985	string	3
CETP	APOF	0.981	string	3
MAPK12	DLG1	0.982	string	3
MAPK12	MAP2K6	0.98	string	3
MAPK12	MAPKAPK2	0.974	string	3
MAPK12	DUSP1	0.972	string	3
MAPK12	JUN	0.971	string	3
MIF	CD74	0.999	string	3
MIF	CXCR2	0.993	string	3
MIF	CXCR4	0.991	string	3
MIF	COPS5	0.976	string	3
MIF	GOT2	0.929	string	3
ARSA	GALC	0.985	string	3
ARSA	GLA	0.974	string	3
ARSA	SUMF1	0.957	string	3
ARSA	ARSB	0.95	string	3
ARSA	UGT8	0.948	string	3
BDKRB1	KNG1	0.999	string	3
BDKRB1	GNAQ	0.974	string	3
BDKRB1	AGT	0.973	string	3
BDKRB1	BDKRB2	0.969	string	3
BDKRB1	GNB1	0.952	string	3
AHCY	MTR	0.992	string	3
AHCY	BHMT	0.988	string	3
AHCY	CBS	0.987	string	3
AHCY	CTH	0.983	string	3
AHCY	BHMT2	0.979	string	3
TBC1D17	FIS1	0.996	string	3
TBC1D17	TBC1D15	0.993	string	3
TBC1D17	GABARAPL1	0.979	string	3
TBC1D17	GABARAPL2	0.972	string	3
TBC1D17	GABARAP	0.958	string	3
CD79A	CD79B	0.999	string	3
CD79A	LYN	0.999	string	3
CD79A	BLNK	0.998	string	3
CD79A	CD19	0.998	string	3
CD79A	IGLL1	0.997	string	3
LAMB1	LAMC1	0.999	string	3
LAMB1	LAMA5	0.998	string	3
LAMB1	LAMA4	0.992	string	3
LAMB1	LAMA1	0.983	string	3
LAMB1	ITGA6	0.977	string	3
AIMP2	KARS1	0.999	string	3
AIMP2	MARS1	0.999	string	3
AIMP2	DARS1	0.999	string	3
AIMP2	QARS1	0.999	string	3
AIMP2	AIMP1	0.999	string	3
BLNK	LYN	0.999	string	3
BLNK	VAV1	0.999	string	3
BLNK	GRB2	0.999	string	3
BLNK	BTK	0.999	string	3
BLNK	SYK	0.999	string	3
C1QBP	KNG1	0.998	string	3
C1QBP	F12	0.966	string	3
C1QBP	PHB2	0.964	string	3
C1QBP	VTN	0.959	string	3
C1QBP	KRT1	0.949	string	3
NAGLU	HGSNAT	0.998	string	3
NAGLU	SGSH	0.989	string	3
NAGLU	GNS	0.959	string	3
APOC3	APOC1	0.999	string	3
APOC3	APOC2	0.999	string	3
APOC3	APOE	0.999	string	3
APOC3	APOB	0.999	string	3
APOC3	APOA2	0.999	string	3
HBEGF	ERBB4	0.999	string	3
HBEGF	EGFR	0.999	string	3
HBEGF	EGF	0.992	string	3
HBEGF	ERBB3	0.991	string	3
HBEGF	CD44	0.99	string	3
APOB	APOA2	0.999	string	3
APOB	APOE	0.999	string	3
APOB	MTTP	0.999	string	3
APOB	LPA	0.999	string	3
NDUFS7	NDUFA12	0.999	string	3
NDUFS7	MT-ND5	0.999	string	3
NDUFS7	NDUFA9	0.999	string	3
NDUFS7	NDUFA5	0.999	string	3
NDUFS7	NDUFB8	0.999	string	3
CPSF3	CPSF2	0.999	string	3
CPSF3	WDR33	0.999	string	3
CPSF3	CPSF4	0.999	string	3
CPSF3	CPSF1	0.999	string	3
CPSF3	CSTF2	0.999	string	3
PDZD11	ATP7A	0.983	string	3
PDZD11	SLC5A6	0.969	string	3
PDZD11	TSPAN33	0.958	string	3
PDZD11	PLEKHA7	0.933	string	3
KLRK1	HCST	0.999	string	3
KLRK1	MICA	0.999	string	3
KLRK1	MICB	0.999	string	3
KLRK1	RAET1E	0.999	string	3
KLRK1	ULBP2	0.999	string	3
H4C6	RBBP4	0.999	string	3
H4C6	H2AC8	0.999	string	3
H4C6	H2AC20	0.999	string	3
H4C6	H3-4	0.999	string	3
H4C6	H3-3B	0.999	string	3
