geneA	geneB	score	db	level
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
MGAT5B	MGAT4B	0.992	string	2
MGAT5B	MGAT4A	0.99	string	2
MGAT5B	POMGNT1	0.983	string	2
MGAT5B	MGAT4C	0.95	string	2
MGAT5B	B4GALT2	0.942	string	2
FTSJ3	EBNA1BP2	0.999	string	2
FTSJ3	NOC2L	0.998	string	2
FTSJ3	BOP1	0.998	string	2
FTSJ3	PES1	0.998	string	2
FTSJ3	NOP2	0.997	string	2
SYNJ1	SH3GL2	0.998	string	2
SYNJ1	AMPH	0.997	string	2
SYNJ1	SH3GL1	0.969	string	2
SYNJ1	ITSN1	0.961	string	2
BAP1	ASXL2	0.999	string	2
BAP1	ASXL1	0.999	string	2
BAP1	HCFC1	0.998	string	2
BAP1	BRCA1	0.995	string	2
BAP1	BARD1	0.994	string	2
NECTIN3	TIGIT	0.999	string	2
NECTIN3	AFDN	0.999	string	2
NECTIN3	NECTIN2	0.999	string	2
NECTIN3	NECTIN1	0.997	string	2
TIGIT	NECTIN2	0.999	string	2
TIGIT	CD226	0.986	string	2
TIGIT	NECTIN1	0.978	string	2
GGA3	RABEP1	0.996	string	2
GGA3	M6PR	0.993	string	2
GGA3	UBC	0.986	string	2
GGA3	ARF6	0.985	string	2
RABEP1	RABGEF1	0.999	string	2
RABEP1	RAB5A	0.999	string	2
RABEP1	RAB4A	0.991	string	2
HNRNPC	HNRNPA2B1	0.999	string	2
HNRNPC	HNRNPA1	0.999	string	2
HNRNPC	PTBP1	0.996	string	2
HNRNPC	HNRNPU	0.996	string	2
BOP1	WDR12	0.999	string	2
BOP1	WDR74	0.999	string	2
BOP1	DDX18	0.999	string	2
BOP1	PES1	0.999	string	2
BOP1	NOC2L	0.998	string	2
CD226	NECTIN2	0.999	string	2
CD226	NECTIN1	0.992	string	2
CD226	ITGB2	0.97	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
APOC2	APOC1	0.999	string	2
APOC2	LPL	0.998	string	2
APOC2	APOA1	0.997	string	2
MYC	EP300	0.999	string	2
MYC	FBXW7	0.999	string	2
MYC	TRRAP	0.999	string	2
MYC	BRCA1	0.999	string	2
ST3GAL6	FUT7	0.96	string	2
ST3GAL6	B3GNT3	0.954	string	2
ST3GAL6	ST8SIA1	0.952	string	2
ST3GAL6	FUT3	0.951	string	2
ST3GAL6	B4GALT4	0.948	string	2
DDX24	DDX18	0.979	string	2
DDX24	RBM28	0.959	string	2
DDX24	DDX56	0.954	string	2
DDX24	NOC3L	0.947	string	2
DDX24	WDR74	0.945	string	2
REC8	SMC1A	0.996	string	2
REC8	STAG1	0.994	string	2
EPS8	SOS1	0.999	string	2
EPS8	ABI1	0.999	string	2
EPS8	BAIAP2	0.996	string	2
EPS8	MYO15A	0.991	string	2
EPS8	WHRN	0.987	string	2
LRP2	CUBN	0.999	string	2
LRP2	AMN	0.998	string	2
LRP2	ANKRA2	0.997	string	2
LRP2	LRPAP1	0.994	string	2
CTLA4	CD86	0.999	string	2
CTLA4	LOC102723996	0.999	string	2
CTLA4	CD80	0.999	string	2
CTLA4	CD274	0.999	string	2
CTLA4	ICOS	0.998	string	2
M6PR	GGA3	0.993	string	3
M6PR	IGF2R	0.991	string	3
M6PR	GGA1	0.957	string	3
NGFR	BDNF	0.999	string	3
NGFR	NTF3	0.999	string	3
NGFR	NGF	0.999	string	3
NGFR	NTRK1	0.999	string	3
NGFR	LINGO1	0.999	string	3
NID2	HSPG2	0.999	string	3
NID2	LAMC1	0.984	string	3
NID2	LAMB1	0.928	string	3
NID2	NID1	0.916	string	3
STAG2	SMC3	0.999	string	3
STAG2	RAD21	0.999	string	3
STAG2	PDS5A	0.999	string	3
STAG2	SMC1A	0.999	string	3
STAG2	WAPL	0.997	string	3
CYP4F3	CYP4F2	0.977	string	3
CYP4F3	CYP2J2	0.97	string	3
CYP4F3	CYP2C9	0.952	string	3
CYP4F3	POR	0.951	string	3
CYP4F3	CYP2C19	0.95	string	3
CYP4F2	CYP2C9	0.974	string	3
CYP4F2	VKORC1	0.967	string	3
CYP4F2	CYP2C19	0.956	string	3
CYP4F2	CYP2C8	0.951	string	3
CYP3A5	UGT1A4	0.978	string	3
CYP3A5	UGT1A8	0.976	string	3
CYP3A5	UGT1A6	0.975	string	3
CYP3A5	UGT1A1	0.974	string	3
CYP3A5	UGT1A7	0.974	string	3
RBM28	NOP2	0.99	string	3
RBM28	NIFK	0.988	string	3
RBM28	BMS1	0.986	string	3
RBM28	DDX27	0.986	string	3
RBM28	CEBPZ	0.984	string	3
FIS1	DNM1L	0.999	string	3
FIS1	TBC1D15	0.999	string	3
FIS1	DNM1	0.997	string	3
FIS1	BCAP31	0.996	string	3
FIS1	TBC1D17	0.996	string	3
APOA1	APOA2	0.999	string	3
APOA1	APOB	0.999	string	3
APOA1	APOC3	0.999	string	3
APOA1	SCARB1	0.999	string	3
H4C6	RBBP4	0.999	string	3
H4C6	H2AC8	0.999	string	3
H4C6	H2AC20	0.999	string	3
H4C6	H3-4	0.999	string	3
H4C6	H3-3B	0.999	string	3
NECTIN2	AFDN	0.999	string	3
NECTIN2	NECTIN3	0.999	string	3
NECTIN2	CD226	0.999	string	3
NECTIN2	TIGIT	0.999	string	3
NECTIN2	CD96	0.999	string	3
FUS	TARDBP	0.999	string	3
FUS	TNPO1	0.994	string	3
FUS	SOD1	0.992	string	3
FUS	DROSHA	0.992	string	3
FUS	HNRNPA2B1	0.99	string	3
NTS	NTSR2	0.999	string	3
NTS	NTSR1	0.999	string	3
NTS	SORT1	0.999	string	3
NTS	NLN	0.996	string	3
NTS	TAC1	0.982	string	3
DDX56	DHX36	0.996	string	3
DDX56	DDX1	0.99	string	3
DDX56	RPF2	0.987	string	3
DDX56	CEBPZ	0.979	string	3
DDX56	GTPBP4	0.978	string	3
BARD1	UIMC1	0.999	string	3
BARD1	RAD51	0.999	string	3
BARD1	RBBP8	0.999	string	3
BARD1	BRCA2	0.999	string	3
BARD1	MRE11	0.999	string	3
PPIG	CDC40	0.973	string	3
PPIG	CYP3A4	0.973	string	3
PPIG	SYF2	0.969	string	3
PPIG	SLU7	0.964	string	3
PPIG	CYP2B6	0.964	string	3
WDR12	NIP7	0.999	string	3
WDR12	PES1	0.999	string	3
WDR12	BOP1	0.999	string	3
WDR12	RSL24D1	0.998	string	3
WDR12	WDR74	0.998	string	3
MAN2A1	MGAT2	0.978	string	3
MAN2A1	FUT8	0.975	string	3
MAN2A1	MGAT1	0.972	string	3
MAN2A1	MAN1A1	0.97	string	3
MAN2A1	MAN1A2	0.936	string	3
DDX18	NIFK	0.999	string	3
DDX18	RSL1D1	0.999	string	3
DDX18	BOP1	0.999	string	3
DDX18	PES1	0.997	string	3
DDX18	BRIX1	0.997	string	3
EP300	RELA	0.999	string	3
EP300	STAT3	0.999	string	3
EP300	TP53	0.999	string	3
EP300	JUN	0.999	string	3
EP300	HIF1A	0.999	string	3
VPS26A	VPS29	0.999	string	3
VPS26A	SNX2	0.999	string	3
VPS26A	VPS35	0.999	string	3
VPS26A	SNX1	0.999	string	3
VPS26A	SNX3	0.999	string	3
NECTIN1	AFDN	0.999	string	3
NECTIN1	NECTIN3	0.997	string	3
NECTIN1	ACKR1	0.994	string	3
NECTIN1	CDH17	0.992	string	3
NECTIN1	CD96	0.992	string	3
NID1	HSPG2	0.999	string	3
NID1	FN1	0.997	string	3
NID1	LAMC1	0.997	string	3
NID1	VTN	0.996	string	3
NID1	CD44	0.991	string	3
CD80	CTLA4	0.999	string	3
CD80	CD86	0.999	string	3
CD80	CD274	0.999	string	3
CD80	CD28	0.999	string	3
CD80	CD40	0.999	string	3
FGF2	FGFR2	0.999	string	3
FGF2	FGFR4	0.999	string	3
FGF2	FGFR1	0.999	string	3
FGF2	FGFR3	0.999	string	3
FGF2	HSPG2	0.998	string	3
RBBP5	DPY30	0.999	string	3
RBBP5	ASH2L	0.999	string	3
RBBP5	KMT2C	0.999	string	3
RBBP5	SETD1A	0.999	string	3
RBBP5	HCFC1	0.999	string	3
MGAT4A	MGAT5	0.991	string	3
MGAT4A	MGAT5B	0.99	string	3
MGAT4A	MGAT3	0.968	string	3
MGAT4A	MGAT2	0.967	string	3
MGAT4A	FUT8	0.959	string	3
SH3GL1	SYNJ1	0.969	string	3
SH3GL1	SH3GL2	0.936	string	3
SH3GL1	SH3GL3	0.931	string	3
SH3GL1	PDCD6IP	0.922	string	3
SH3GL1	SYNJ2	0.918	string	3
RAB5A	RAB5B	0.999	string	3
RAB5A	APPL1	0.999	string	3
RAB5A	RABEP1	0.999	string	3
RAB5A	EEA1	0.999	string	3
RAB5A	PIK3C3	0.999	string	3
UCN2	CRHR2	0.999	string	3
UCN2	UCN3	0.998	string	3
UCN2	CRHR1	0.997	string	3
UCN2	UCN	0.996	string	3
UCN2	CRH	0.995	string	3
NIPBL	SMC3	0.999	string	3
NIPBL	RAD21	0.999	string	3
NIPBL	MAU2	0.999	string	3
NIPBL	SMC1A	0.999	string	3
NIPBL	PDS5A	0.998	string	3
APP	SORL1	0.999	string	3
APP	APBB1	0.999	string	3
APP	BACE1	0.999	string	3
APP	PSEN1	0.999	string	3
ANKRA2	LRP2	0.997	string	3
ANKRA2	HDAC4	0.995	string	3
ANKRA2	CCDC8	0.98	string	3
ANKRA2	RFX7	0.973	string	3
ARF6	CYTH3	0.998	string	3
ARF6	CYTH2	0.998	string	3
ARF6	SPAG9	0.996	string	3
ARF6	CYTH1	0.995	string	3
ARF6	ASAP1	0.991	string	3
WAPL	PDS5A	0.999	string	3
WAPL	RAD21	0.999	string	3
WAPL	SMC3	0.999	string	3
WAPL	STAG1	0.999	string	3
WAPL	PDS5B	0.999	string	3
AMN	CUBN	0.999	string	3
AMN	LRP2	0.998	string	3
AMN	CBLIF	0.947	string	3
PDS5A	STAG1	0.999	string	3
PDS5A	RAD21	0.999	string	3
PDS5A	CDCA5	0.999	string	3
FUT3	FUT2	0.997	string	3
FUT3	FUT1	0.994	string	3
FUT3	B3GNT3	0.958	string	3
FUT3	B3GALT5	0.953	string	3
FUT3	ST3GAL4	0.952	string	3
MGAT2	MAN2A2	0.971	string	3
MGAT2	MGAT3	0.97	string	3
MGAT2	MGAT4B	0.968	string	3
MGAT2	FUT8	0.968	string	3
HCFC1	OGT	0.999	string	3
HCFC1	ASH2L	0.999	string	3
HCFC1	SETD1A	0.999	string	3
HCFC1	WDR5	0.999	string	3
B4GALT2	B3GNT2	0.96	string	3
B4GALT2	FUT8	0.959	string	3
B4GALT2	ST6GAL2	0.958	string	3
B4GALT2	ST6GAL1	0.952	string	3
B4GALT2	B3GALT1	0.951	string	3
CYP4A11	CYP1A2	0.972	string	3
CYP4A11	CYP2A6	0.97	string	3
CYP4A11	CYP2B6	0.966	string	3
CYP4A11	CYP2C8	0.966	string	3
CYP4A11	CYP2E1	0.964	string	3
BAIAP2	WASF2	0.999	string	3
BAIAP2	CDC42	0.999	string	3
BAIAP2	EPS8	0.996	string	3
BAIAP2	WASF1	0.993	string	3
BAIAP2	VASP	0.986	string	3
NOC2L	PES1	0.999	string	3
NOC2L	CEBPZ	0.999	string	3
NOC2L	EBNA1BP2	0.998	string	3
NOC2L	NIFK	0.998	string	3
NOC2L	MRTO4	0.998	string	3
FUT7	ST3GAL6	0.96	string	3
FUT7	ST8SIA1	0.922	string	3
FUT7	FUT4	0.911	string	3
ICOS	ICOSLG	0.999	string	3
ICOS	CD40LG	0.999	string	3
ICOS	LOC102723996	0.999	string	3
ICOS	CTLA4	0.998	string	3
ICOS	CD80	0.997	string	3
HCLS1	WAS	0.999	string	3
HCLS1	SRC	0.999	string	3
HCLS1	DNM2	0.998	string	3
HCLS1	TJP1	0.998	string	3
HCLS1	WASL	0.997	string	3
LPA	APOB	0.999	string	3
LPA	APOA2	0.977	string	3
LPA	APOA1	0.976	string	3
LPA	APOC3	0.957	string	3
B3GNT3	ST3GAL6	0.954	string	3
B3GNT3	B4GALT4	0.952	string	3
B3GNT3	GCNT2	0.951	string	3
B3GNT3	FUT2	0.95	string	3
SMC1A	STAG1	0.999	string	3
SMC1A	RAD21	0.999	string	3
BGN	HSPG2	0.997	string	3
BGN	FN1	0.995	string	3
BGN	TLR4	0.994	string	3
BGN	ELN	0.99	string	3
BGN	DCN	0.989	string	3
UPP1	TYMP	0.999	string	3
UPP1	CDA	0.997	string	3
UPP1	PNP	0.994	string	3
UPP1	DPYD	0.987	string	3
UPP1	UMPS	0.983	string	3
MORF4L1	MEAF6	0.999	string	3
MORF4L1	ING3	0.999	string	3
MORF4L1	KAT5	0.999	string	3
MORF4L1	YEATS4	0.999	string	3
MORF4L1	PHF12	0.999	string	3
CD86	CTLA4	0.999	string	3
CD86	CD28	0.999	string	3
CD86	CD40LG	0.998	string	3
CD86	PDCD1	0.996	string	3
H3C13	H2AC18	0.999	string	3
H3C13	CBX3	0.999	string	3
H3C13	H2BC21	0.999	string	3
H3C13	DNMT3A	0.999	string	3
H3C13	CBX1	0.999	string	3
GNG2	GNB1	0.999	string	3
GNG2	GNB3	0.999	string	3
GNG2	GNB5	0.999	string	3
GNG2	GNB4	0.999	string	3
GNG2	GNB2	0.999	string	3
CYP3A7	CYP2C9	0.971	string	3
CYP3A7	CYP2C8	0.969	string	3
CYP3A7	CYP3A5	0.968	string	3
CYP3A7	CYP2B6	0.967	string	3
CYP3A7	CYP2C18	0.967	string	3
MGAT4B	MGAT5	0.992	string	3
MGAT4B	MGAT5B	0.992	string	3
MGAT4B	MGAT3	0.969	string	3
MGAT4B	FUT8	0.964	string	3
BRIX1	NIFK	0.999	string	3
BRIX1	EBNA1BP2	0.999	string	3
BRIX1	NIP7	0.999	string	3
BRIX1	GTPBP4	0.998	string	3
BRIX1	WDR12	0.998	string	3
KAT5	ING3	0.999	string	3
KAT5	EP400	0.999	string	3
KAT5	APBB1	0.999	string	3
KAT5	RUVBL1	0.999	string	3
KAT5	MEAF6	0.999	string	3
CRHR2	UCN3	0.999	string	3
CRHR2	UCN	0.999	string	3
CRHR2	CRH	0.999	string	3
CRHR2	CRHBP	0.974	string	3
HNRNPA1	HNRNPC	0.999	string	3
HNRNPA1	TNPO1	0.998	string	3
HNRNPA1	HNRNPH1	0.998	string	3
HNRNPA1	HNRNPA2B1	0.998	string	3
HNRNPA1	PTBP1	0.998	string	3
CYP1A2	GAPDH	0.989	string	3
CYP1A2	CYP2E1	0.982	string	3
CYP1A2	CYP7A1	0.973	string	3
CYP1A2	NAT2	0.973	string	3
MGAT3	FUT8	0.97	string	3
MGAT3	MGAT5	0.951	string	3
DPY30	KMT2C	0.999	string	3
DPY30	ASH2L	0.999	string	3
DPY30	SETD1B	0.999	string	3
DPY30	WDR5	0.999	string	3
HNRNPA2B1	HNRNPC	0.999	string	3
HNRNPA2B1	HNRNPL	0.999	string	3
HNRNPA2B1	TARDBP	0.998	string	3
HNRNPA2B1	ILF3	0.994	string	3
DNM3	DNM1	0.999	string	3
DNM3	DNM2	0.984	string	3
DNM3	HCLS1	0.965	string	3
AMPH	SYNJ1	0.997	string	3
AMPH	DNM1	0.996	string	3
AMPH	DNM2	0.992	string	3
AMPH	CLTC	0.961	string	3
HNRNPH1	HNRNPF	0.994	string	3
HNRNPH1	HNRNPM	0.993	string	3
HNRNPH1	HNRNPA2B1	0.991	string	3
HNRNPH1	HNRNPU	0.986	string	3
PTBP1	HNRNPK	0.997	string	3
PTBP1	HNRNPC	0.996	string	3
PTBP1	HNRNPL	0.993	string	3
PTBP1	HNRNPA2B1	0.993	string	3
MCRS1	KANSL3	0.999	string	3
MCRS1	KANSL2	0.999	string	3
MCRS1	PHF20	0.998	string	3
MCRS1	KANSL1	0.996	string	3
MCRS1	WDR5	0.993	string	3
H3C12	H2BC21	0.999	string	3
H3C12	DNMT3A	0.999	string	3
H3C12	ASF1A	0.999	string	3
H3C12	H2AC18	0.999	string	3
H3C12	CBX3	0.999	string	3
CD2AP	NPHS1	0.999	string	3
CD2AP	NPHS2	0.999	string	3
CD2AP	KIRREL1	0.995	string	3
CD2AP	CD2	0.991	string	3
CD2AP	CBL	0.988	string	3
TRRAP	TAF9	0.999	string	3
TRRAP	TAF6	0.999	string	3
TRRAP	KAT5	0.999	string	3
TRRAP	RUVBL2	0.999	string	3
TRRAP	DMAP1	0.999	string	3
RAB5B	RIN1	0.969	string	3
RAB5B	RAB5C	0.966	string	3
RAB5B	EEA1	0.961	string	3
RAB5B	PIK3C3	0.939	string	3
GTPBP4	MRTO4	0.999	string	3
GTPBP4	NSA2	0.999	string	3
GTPBP4	PES1	0.999	string	3
GTPBP4	GNL2	0.999	string	3
GTPBP4	RPF2	0.999	string	3
MATR3-2	TARDBP	0.996	string	3
MATR3-2	NONO	0.995	string	3
MATR3-2	SFPQ	0.984	string	3
MATR3-2	HNRNPA1	0.98	string	3
MATR3-2	HNRNPC	0.971	string	3
WHRN	ADGRV1	0.999	string	3
WHRN	MYO15A	0.999	string	3
WHRN	USH2A	0.999	string	3
WHRN	USH1G	0.992	string	3
WHRN	EPS8	0.987	string	3
RAB4A	RBSN	0.999	string	3
RAB4A	RABEP1	0.991	string	3
RAB4A	RUFY1	0.989	string	3
RAB4A	RAB11FIP1	0.968	string	3
RAB4A	RAB5A	0.905	string	3
AFDN	NECTIN3	0.999	string	3
AFDN	TJP2	0.999	string	3
AFDN	TJP1	0.999	string	3
NGF	NTRK2	0.999	string	3
NGF	NTRK1	0.999	string	3
NGF	NTRK3	0.998	string	3
NGF	SORT1	0.997	string	3
RPF1	NIFK	0.999	string	3
RPF1	MAK16	0.998	string	3
RPF1	WDR74	0.997	string	3
RPF1	EBNA1BP2	0.997	string	3
RPF1	NIP7	0.997	string	3
CYP2C19	CYP2C9	0.988	string	3
CYP2C19	CYP3A4	0.968	string	3
CYP2C19	CYP3A5	0.959	string	3
CYP2C19	PPIG	0.958	string	3
CYP2C19	CYP4A11	0.957	string	3
NOC3L	NOC2L	0.998	string	3
NOC3L	BRIX1	0.997	string	3
NOC3L	MAK16	0.997	string	3
NOC3L	BOP1	0.996	string	3
NOC3L	NIFK	0.995	string	3
POMGNT1	POMT1	0.998	string	3
POMGNT1	POMT2	0.998	string	3
POMGNT1	DAG1	0.992	string	3
POMGNT1	FKTN	0.99	string	3
POMGNT1	FKRP	0.986	string	3
ADA	DPP4	0.999	string	3
ADA	PNP	0.998	string	3
ADA	ADA2	0.992	string	3
ADA	ADK	0.992	string	3
ADA	NT5E	0.984	string	3
PHF20	KANSL1	0.999	string	3
PHF20	KANSL2	0.998	string	3
PHF20	KANSL3	0.998	string	3
PHF20	WDR5	0.993	string	3
EIF2S2	EIF2S1	0.999	string	3
EIF2S2	EIF2B1	0.999	string	3
EIF2S2	EIF2S3	0.999	string	3
EIF2S2	EIF2B2	0.999	string	3
EIF2S2	EIF5	0.999	string	3
MRTO4	RPF2	0.999	string	3
MRTO4	RSL24D1	0.999	string	3
MRTO4	NSA2	0.999	string	3
MRTO4	NIP7	0.999	string	3
ASXL1	BAP1	0.999	string	3
ASXL1	EZH2	0.998	string	3
ASXL1	SUZ12	0.995	string	3
ASXL1	FOXK1	0.987	string	3
ASXL1	OGT	0.982	string	3
ABI1	WASF2	0.999	string	3
ABI1	BRK1	0.999	string	3
ABI1	NCKAP1	0.999	string	3
ABI1	NCKAP1L	0.999	string	3
ABI1	EPS8	0.999	string	3
CTTN	WASL	0.999	string	3
CTTN	SRC	0.998	string	3
CTTN	PXN	0.997	string	3
