geneA	geneB	score	db	level
EPRS1	AIMP2	0.999	string	2
EPRS1	RPL13A	0.999	string	2
GNAS	GNB1	0.999	string	2
GNAS	GNG2	0.997	string	2
GNAS	PTH1R	0.997	string	2
GNAS	CRHR1	0.997	string	2
GNAS	TSHR	0.997	string	2
CYP2J2	CYP4F3	0.97	string	2
CYP2J2	CYP4A11	0.954	string	2
CYP2J2	CYP4F2	0.951	string	2
CYP2J2	CYP3A4	0.951	string	2
CYP2C8	CYP3A4	0.973	string	2
CYP2C8	CYP3A7	0.969	string	2
CYP2C8	CYP4A11	0.966	string	2
CYP2C8	ENSP00000480571	0.961	string	2
STXBP1	STX1A	0.999	string	2
STXBP1	STX2	0.995	string	2
STXBP1	APBA1	0.995	string	2
FZD8	WNT1	0.995	string	2
FZD8	LRP6	0.994	string	2
FZD8	WNT11	0.994	string	2
FZD8	WNT3A	0.989	string	2
PSMB9	PSMB4	0.999	string	2
PSMB9	PSMB7	0.999	string	2
PSMB9	PSMA1	0.999	string	2
PSMB9	PSMB10	0.999	string	2
PSMB9	PSMA2	0.999	string	2
BCL2L1	HRK	0.999	string	2
BCL2L1	PMAIP1	0.999	string	2
BCL2L1	TP53	0.999	string	2
BCL2L1	BECN1	0.999	string	2
UCN3	CRHR2	0.999	string	2
UCN3	CRHR1	0.998	string	2
UCN3	UCN2	0.998	string	2
UCN3	CRH	0.997	string	2
UCN3	UCN	0.995	string	2
KLRC2	TYROBP	0.999	string	2
KLRC2	KLRC3	0.999	string	2
KLRC2	KIR2DL1	0.987	string	2
TFPT	UCHL5	0.986	string	2
TFPT	ACTR8	0.985	string	2
TFPT	NFRKB	0.984	string	2
TFPT	ACTR5	0.981	string	2
IRF2	IRF1	0.982	string	2
VAMP1	STX1A	0.997	string	2
VAMP1	SNAP25	0.996	string	2
VAMP1	SNAP23	0.995	string	2
VAMP1	STX4	0.994	string	2
HLA-A	KIR3DL1	0.999	string	2
HLA-A	HLA-B	0.999	string	2
HLA-A	B2M	0.999	string	2
HLA-A	CD8A	0.999	string	2
HLA-A	KIR3DL2	0.999	string	2
BCL2	BIK	0.999	string	2
BCL2	BECN1	0.999	string	2
BCL2	BNIP3	0.999	string	2
BCL2	BCL2L1	0.999	string	2
BCL2	NLRP1	0.999	string	2
CD8A	LCK	0.999	string	2
CD8A	CD8B	0.999	string	2
CD8A	CD4	0.999	string	2
PLD3	CHPT1	0.924	string	2
PLD3	PLD1	0.923	string	2
PLD3	CEPT1	0.919	string	2
PLD3	MBOAT2	0.916	string	2
KANSL1	PHF20	0.999	string	2
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
PISD	PTDSS1	0.986	string	2
PISD	PTDSS2	0.985	string	2
PISD	PCYT2	0.985	string	2
PISD	PEMT	0.978	string	2
PISD	PLD1	0.974	string	2
TAPBP	B2M	0.999	string	2
TAPBP	PDIA3	0.999	string	2
TAPBP	CALR	0.999	string	2
TAPBP	HLA-A	0.998	string	2
TAPBP	HLA-B	0.998	string	2
NECTIN3	TIGIT	0.999	string	2
NECTIN3	NECTIN1	0.997	string	2
NECTIN3	PVR	0.99	string	2
NSFL1C	VCPIP1	0.999	string	2
NSFL1C	UBXN6	0.999	string	2
NSFL1C	VCP	0.999	string	2
NSFL1C	UFD1	0.998	string	2
VAMP2	SNAP23	0.999	string	2
VAMP2	STX1A	0.999	string	2
VAMP2	SNAP25	0.999	string	2
VAMP2	STX2	0.999	string	2
VAMP2	STX4	0.999	string	2
TIGIT	PVR	0.999	string	2
TIGIT	CD226	0.986	string	2
TIGIT	NECTIN1	0.978	string	2
FAU	RPL17	0.999	string	2
FAU	RPL23A	0.999	string	2
FAU	RPL8	0.999	string	2
FAU	RPS20	0.999	string	2
FAU	RPL10A	0.999	string	2
NFRKB	UCHL5	0.998	string	2
NFRKB	INO80	0.996	string	2
NFRKB	ACTR8	0.991	string	2
KLRC1	HLA-G	0.998	string	2
KLRC1	KIR2DL3	0.994	string	2
KLRC1	PTPN6	0.991	string	2
ARF1	CYTH2	0.999	string	2
ARF1	CYTH1	0.999	string	2
ARF1	PLEKHA3	0.998	string	2
ARF1	GGA1	0.996	string	2
ARF1	AP1B1	0.992	string	2
CD226	PVR	0.999	string	2
CD226	NECTIN1	0.992	string	2
CD226	ITGB2	0.97	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
INO80	RUVBL2	0.999	string	2
INO80	RUVBL1	0.999	string	2
B2M	CD1C	0.999	string	2
B2M	CD1A	0.999	string	2
B2M	FCGRT	0.999	string	2
B2M	HLA-C	0.999	string	2
LARS2	KARS1	0.996	string	2
LARS2	MARS1	0.994	string	2
LARS2	EPRS1	0.992	string	2
LARS2	QARS1	0.991	string	2
CD4	LCK	0.999	string	3
CD4	CCR5	0.999	string	3
CD4	CD8A	0.999	string	3
CD4	ITIH4	0.999	string	3
CD4	CXCR4	0.999	string	3
BIK	BCL2L1	0.999	string	3
BIK	BCL2	0.999	string	3
BIK	BCL2L2	0.991	string	3
BIK	MCL1	0.984	string	3
BIK	HRK	0.968	string	3
DKK4	LRP5	0.999	string	3
DKK4	LRP6	0.999	string	3
DKK4	KREMEN1	0.975	string	3
DKK4	WNT6	0.949	string	3
DKK4	WNT2B	0.937	string	3
CYP4F3	CYP4F2	0.977	string	3
CYP4F3	CYP2J2	0.97	string	3
CYP4F3	CYP2C9	0.952	string	3
CYP4F3	POR	0.951	string	3
CYP4F3	CYP2C19	0.95	string	3
CYP4F2	CYP2C9	0.974	string	3
CYP4F2	VKORC1	0.967	string	3
CYP4F2	CYP2C19	0.956	string	3
CYP4F2	CYP2C8	0.951	string	3
STX1A	CPLX1	0.999	string	3
STX1A	VAMP3	0.999	string	3
STX1A	SYT1	0.999	string	3
STX1A	VAMP2	0.999	string	3
STX1A	SNAP23	0.999	string	3
CYP3A5	UGT1A4	0.978	string	3
CYP3A5	UGT1A8	0.976	string	3
CYP3A5	UGT1A6	0.975	string	3
CYP3A5	UGT1A1	0.974	string	3
CYP3A5	UGT1A7	0.974	string	3
AIMP2	KARS1	0.999	string	3
AIMP2	MARS1	0.999	string	3
AIMP2	DARS1	0.999	string	3
AIMP2	QARS1	0.999	string	3
AIMP2	AIMP1	0.999	string	3
PSMA2	PSMD7	0.999	string	3
PSMA2	PSMB1	0.999	string	3
PSMA2	PSMD12	0.999	string	3
PSMA2	PSMA6	0.999	string	3
PSMA2	PSMD13	0.999	string	3
CHPT1	PCYT1B	0.986	string	3
CHPT1	PCYT1A	0.984	string	3
CHPT1	PEMT	0.974	string	3
CHPT1	LPCAT2	0.962	string	3
CHPT1	LPCAT3	0.958	string	3
EXOC2	EXOC7	0.999	string	3
EXOC2	EXOC6	0.999	string	3
EXOC2	EXOC4	0.999	string	3
EXOC2	EXOC1	0.999	string	3
EXOC2	RALB	0.999	string	3
PLEKHA3	ARF1	0.998	string	3
PLEKHA3	CEL	0.902	string	3
PLEKHA3	GLTP	0.902	string	3
H4C6	RBBP4	0.999	string	3
H4C6	H2AC8	0.999	string	3
H4C6	H2AC20	0.999	string	3
H4C6	H3-4	0.999	string	3
H4C6	H3-3B	0.999	string	3
IRF1	STAT1	0.999	string	3
IRF1	HDAC1	0.985	string	3
IRF1	EP300	0.984	string	3
IRF1	IRF8	0.983	string	3
IRF1	IRF2	0.982	string	3
SNAP23	VAMP8	0.999	string	3
SNAP23	STX4	0.999	string	3
SNAP23	STX2	0.999	string	3
SNAP23	VAMP7	0.999	string	3
PEMT	PISD	0.978	string	3
PEMT	CEPT1	0.976	string	3
PEMT	SELENOI	0.963	string	3
PEMT	PTDSS1	0.958	string	3
HRK	BCL2L1	0.999	string	3
HRK	BCL2	0.997	string	3
HRK	MCL1	0.985	string	3
HRK	BCL2L2	0.98	string	3
STX6	VAMP4	0.999	string	3
STX6	STX12	0.999	string	3
STX6	VAMP8	0.999	string	3
STX6	SNAP29	0.999	string	3
STX6	VTI1A	0.999	string	3
CHRND	CHRNA1	0.959	string	3
CHRND	RAPSN	0.93	string	3
CHRND	CHRNB1	0.908	string	3
PSMB7	PSMB5	0.999	string	3
PSMB7	PSMB4	0.999	string	3
PSMB7	PSMD6	0.999	string	3
PSMB7	PSMA1	0.999	string	3
PSMB7	PSMB6	0.999	string	3
CTSV	CSTA	0.96	string	3
CTSV	BCL2	0.926	string	3
CTSV	BID	0.905	string	3
CTSV	BCL2L1	0.902	string	3
PPIG	CDC40	0.973	string	3
PPIG	CYP3A4	0.973	string	3
PPIG	SYF2	0.969	string	3
PPIG	SLU7	0.964	string	3
PPIG	CYP2B6	0.964	string	3
SYT1	VAMP2	0.999	string	3
SYT1	CPLX1	0.999	string	3
SYT1	SNAP25	0.999	string	3
SYT1	S100A13	0.999	string	3
SPAG9	ARF6	0.996	string	3
SPAG9	PIP4P1	0.976	string	3
AXIN1	BTRC	0.999	string	3
AXIN1	GSK3A	0.999	string	3
AXIN1	CTNNB1	0.999	string	3
AXIN1	DVL1	0.999	string	3
AXIN1	AXIN2	0.999	string	3
RPL8	RPL4	0.999	string	3
RPL8	RPS7	0.999	string	3
RPL8	RPS4X	0.999	string	3
RPL8	RPLP1	0.999	string	3
RPL8	RPS5	0.999	string	3
TYROBP	SIRPB1	0.999	string	3
TYROBP	FCER1G	0.999	string	3
TYROBP	ZAP70	0.999	string	3
TYROBP	TREM2	0.999	string	3
TYROBP	KLRD1	0.999	string	3
UFD1	UBXN7	0.999	string	3
UFD1	VCP	0.999	string	3
UFD1	NPLOC4	0.999	string	3
UFD1	FAF2	0.999	string	3
UFD1	FAF1	0.999	string	3
NECTIN1	AFDN	0.999	string	3
NECTIN1	NECTIN3	0.997	string	3
NECTIN1	ACKR1	0.994	string	3
NECTIN1	CDH17	0.992	string	3
NECTIN1	CD96	0.992	string	3
DARS1	EPRS1	0.999	string	3
DARS1	EEF1E1	0.999	string	3
DARS1	QARS1	0.999	string	3
DARS1	MARS1	0.999	string	3
RBBP5	DPY30	0.999	string	3
RBBP5	ASH2L	0.999	string	3
RBBP5	KMT2C	0.999	string	3
RBBP5	SETD1A	0.999	string	3
RBBP5	HCFC1	0.999	string	3
WNT5A	FZD2	0.999	string	3
WNT5A	RYK	0.999	string	3
WNT5A	FZD4	0.999	string	3
WNT5A	FZD5	0.999	string	3
WNT5A	FZD3	0.999	string	3
APBA1	CASK	0.999	string	3
APBA1	APP	0.998	string	3
APBA1	STXBP1	0.995	string	3
APBA1	LIN7A	0.992	string	3
APBA1	LIN7C	0.981	string	3
TP53	SFN	0.999	string	3
TP53	EP300	0.999	string	3
TP53	HIF1A	0.999	string	3
TP53	HDAC1	0.999	string	3
TP53	HSP90AA1	0.999	string	3
UCN2	CRHR2	0.999	string	3
UCN2	UCN3	0.998	string	3
UCN2	CRHR1	0.997	string	3
UCN2	UCN	0.996	string	3
UCN2	CRH	0.995	string	3
WNT3A	LRP6	0.999	string	3
WNT3A	LRP5	0.999	string	3
WNT3A	FZD1	0.998	string	3
WNT3A	FZD2	0.997	string	3
WNT3A	WLS	0.994	string	3
WNT7A	LRP5	0.996	string	3
WNT7A	FZD7	0.995	string	3
WNT7A	FZD5	0.994	string	3
WNT7A	FZD4	0.993	string	3
WNT7A	WIF1	0.987	string	3
DKK2	LRP5	0.999	string	3
DKK2	LRP6	0.999	string	3
DKK2	KREMEN1	0.992	string	3
DKK2	DKK3	0.967	string	3
DKK2	WNT6	0.954	string	3
CD1A	B2M	0.999	string	3
CD1A	CD207	0.975	string	3
CD1A	CD1B	0.926	string	3
CD1A	CD68	0.906	string	3
CD1A	TRDV1	0.903	string	3
PSMB4	PSMB10	0.999	string	3
PSMB4	PSMA7	0.999	string	3
PSMB4	PSMC2	0.999	string	3
PSMB4	PSMD4	0.999	string	3
PSMB4	PSMA2	0.999	string	3
BAX	BCL2	0.999	string	3
BAX	BCL2L1	0.999	string	3
BAX	MCL1	0.999	string	3
BAX	BCL2L11	0.998	string	3
BAX	BID	0.998	string	3
WNT1	LRP6	0.999	string	3
WNT1	LRP5	0.999	string	3
WNT1	FZD1	0.997	string	3
WNT1	FZD8	0.995	string	3
WNT1	PORCN	0.989	string	3
CYTH3	ARF6	0.998	string	3
CYTH3	ARF1	0.989	string	3
CYTH3	CYTIP	0.905	string	3
PDIA3	CALR	0.999	string	3
PDIA3	TAPBP	0.999	string	3
PDIA3	B2M	0.999	string	3
PDIA3	HSPA5	0.999	string	3
PDIA3	CANX	0.999	string	3
UBXN6	VCP	0.999	string	3
UBXN6	UBXN4	0.999	string	3
UBXN6	NSFL1C	0.999	string	3
UBXN6	FAF1	0.997	string	3
UBXN6	UBXN10	0.997	string	3
SOST	LRP5	0.999	string	3
SOST	LRP6	0.999	string	3
SOST	DKK1	0.957	string	3
SOST	TNFSF11	0.927	string	3
MBOAT2	AGPAT2	0.979	string	3
MBOAT2	AGPAT1	0.974	string	3
MBOAT2	LPCAT4	0.968	string	3
MBOAT2	AGPAT3	0.959	string	3
MBOAT2	GPAT4	0.958	string	3
RGL1	KRAS	0.997	string	3
RGL1	RALA	0.989	string	3
RGL1	HRAS	0.98	string	3
RGL1	RALB	0.96	string	3
RGL1	NRAS	0.956	string	3
CHRNB1	RAPSN	0.929	string	3
CHRNB1	CHRNA1	0.912	string	3
CPLX1	SNAP25	0.999	string	3
CPLX1	VAMP2	0.999	string	3
CPLX1	VAMP3	0.981	string	3
ASPSCR1	VCP	0.998	string	3
ASPSCR1	NSFL1C	0.997	string	3
ASPSCR1	UBXN7	0.997	string	3
ASPSCR1	UBXN2A	0.997	string	3
ASPSCR1	NPLOC4	0.997	string	3
QARS1	MARS1	0.999	string	3
QARS1	LARS1	0.999	string	3
QARS1	KARS1	0.999	string	3
QARS1	EPRS1	0.999	string	3
PTDSS2	PISD	0.985	string	3
PTDSS2	CEPT1	0.966	string	3
PTDSS2	PEMT	0.956	string	3
PTDSS2	SELENOI	0.956	string	3
PTDSS2	PTDSS1	0.936	string	3
VCPIP1	NSFL1C	0.999	string	3
VCPIP1	VCP	0.999	string	3
VCPIP1	NPLOC4	0.998	string	3
VCPIP1	UFD1	0.998	string	3
VCPIP1	UBXN7	0.996	string	3
CYP4A11	CYP1A2	0.972	string	3
CYP4A11	CYP2A6	0.97	string	3
CYP4A11	CYP2B6	0.966	string	3
CYP4A11	CYP2C8	0.966	string	3
CYP4A11	CYP2E1	0.964	string	3
STX4	VAMP8	0.999	string	3
STX4	VAMP7	0.999	string	3
STX4	STXBP3	0.999	string	3
STX4	SEC22B	0.999	string	3
RUVBL1	ACTL6A	0.999	string	3
RUVBL1	INO80	0.999	string	3
RUVBL1	INO80C	0.999	string	3
RUVBL1	TRRAP	0.999	string	3
RUVBL1	YEATS4	0.999	string	3
CALR	TAPBP	0.999	string	3
CALR	B2M	0.999	string	3
CALR	CANX	0.999	string	3
CALR	HSP90B1	0.999	string	3
KARS1	IARS1	0.999	string	3
KARS1	EPRS1	0.999	string	3
KARS1	RARS1	0.999	string	3
KIR3DL2	HLA-B	0.999	string	3
KIR3DL2	HLA-A	0.999	string	3
KIR3DL2	HLA-F	0.993	string	3
KIR3DL2	KIR2DL1	0.993	string	3
KIR3DL2	KIR3DL1	0.987	string	3
WNT11	FZD6	0.998	string	3
WNT11	FZD7	0.997	string	3
WNT11	FZD9	0.996	string	3
WNT11	FZD3	0.996	string	3
WNT11	FZD4	0.995	string	3
PMAIP1	MCL1	0.999	string	3
PMAIP1	BCL2L1	0.999	string	3
PMAIP1	BCL2	0.999	string	3
PMAIP1	BCL2A1	0.999	string	3
PMAIP1	BCL2L2	0.998	string	3
UPP1	TYMP	0.999	string	3
UPP1	CDA	0.997	string	3
UPP1	PNP	0.994	string	3
UPP1	DPYD	0.987	string	3
UPP1	UMPS	0.983	string	3
CD8B	CD8A	0.999	string	3
CD8B	CD3D	0.992	string	3
CD8B	CD3E	0.99	string	3
CD8B	CD3G	0.988	string	3
CD8B	CD4	0.98	string	3
MORF4L1	MEAF6	0.999	string	3
MORF4L1	ING3	0.999	string	3
MORF4L1	KAT5	0.999	string	3
MORF4L1	YEATS4	0.999	string	3
MORF4L1	PHF12	0.999	string	3
H3C13	H2AC18	0.999	string	3
H3C13	CBX3	0.999	string	3
H3C13	H2BC21	0.999	string	3
H3C13	DNMT3A	0.999	string	3
H3C13	CBX1	0.999	string	3
GNG2	GNB1	0.999	string	3
GNG2	GNB3	0.999	string	3
GNG2	GNB5	0.999	string	3
GNG2	GNB4	0.999	string	3
GNG2	GNB2	0.999	string	3
KIR2DL1	KIR2DL3	0.999	string	3
KIR2DL1	HLA-C	0.999	string	3
KIR2DL1	KLRD1	0.995	string	3
KIR2DL1	KIR3DL1	0.993	string	3
ACTR8	RUVBL1	0.998	string	3
ACTR8	ACTR5	0.998	string	3
ACTR8	RUVBL2	0.997	string	3
ACTR8	INO80C	0.997	string	3
ACTR8	ACTL6A	0.995	string	3
CYP3A7	CYP2C9	0.971	string	3
CYP3A7	CYP2C8	0.969	string	3
CYP3A7	CYP3A5	0.968	string	3
CYP3A7	CYP2B6	0.967	string	3
CYP3A7	CYP2C18	0.967	string	3
KAT5	ING3	0.999	string	3
KAT5	EP400	0.999	string	3
KAT5	APBB1	0.999	string	3
KAT5	RUVBL1	0.999	string	3
KAT5	MEAF6	0.999	string	3
CRHR2	UCN3	0.999	string	3
CRHR2	UCN	0.999	string	3
CRHR2	CRH	0.999	string	3
CRHR2	CRHBP	0.974	string	3
CYP1A2	GAPDH	0.989	string	3
CYP1A2	CYP2E1	0.982	string	3
CYP1A2	CYP7A1	0.973	string	3
CYP1A2	NAT2	0.973	string	3
KIR2DL3	KIR3DL3	0.999	string	3
KIR2DL3	KIR2DL4	0.999	string	3
KIR2DL3	HLA-C	0.999	string	3
KIR2DL3	KIR3DL1	0.998	string	3
PLD1	RALA	0.984	string	3
PLD1	RHOA	0.983	string	3
PLD1	ARF1	0.979	string	3
PLD1	ARF6	0.976	string	3
PLD1	PISD	0.974	string	3
DOK7	MUSK	0.998	string	3
DOK7	AGRN	0.991	string	3
DOK7	RAPSN	0.983	string	3
DOK7	COLQ	0.942	string	3
CTSL	CD74	0.993	string	3
CTSL	CSTA	0.992	string	3
CTSL	CTSB	0.974	string	3
CTSL	CSTB	0.954	string	3
CTSL	CST7	0.941	string	3
CTSB	CSTA	0.998	string	3
CTSB	NLRP3	0.993	string	3
CTSB	CST3	0.982	string	3
CTSB	ANXA2	0.978	string	3
CTSB	CTSD	0.977	string	3
DPY30	KMT2C	0.999	string	3
DPY30	ASH2L	0.999	string	3
DPY30	SETD1B	0.999	string	3
DPY30	WDR5	0.999	string	3
TJP1	AFDN	0.999	string	3
TJP1	CGN	0.999	string	3
TJP1	CLDN5	0.999	string	3
TJP1	TJP2	0.999	string	3
TJP1	OCLN	0.999	string	3
MCRS1	KANSL3	0.999	string	3
MCRS1	KANSL2	0.999	string	3
MCRS1	PHF20	0.998	string	3
MCRS1	KANSL1	0.996	string	3
MCRS1	WDR5	0.993	string	3
AP1B1	AP1S1	0.999	string	3
AP1B1	AP1M1	0.999	string	3
AP1B1	AP1G1	0.999	string	3
AP1B1	AP1S2	0.998	string	3
AP1B1	AP1S3	0.997	string	3
PSMB10	PSMB3	0.999	string	3
PSMB10	PSMA3	0.999	string	3
PSMB10	POMP	0.999	string	3
PSMB10	PSMB8	0.999	string	3
PSMB10	PSMB9	0.999	string	3
VCP	ATXN3	0.999	string	3
VCP	SELENOS	0.999	string	3
VCP	FAF1	0.999	string	3
VCP	DERL1	0.999	string	3
H3C12	H2BC21	0.999	string	3
H3C12	DNMT3A	0.999	string	3
H3C12	ASF1A	0.999	string	3
H3C12	H2AC18	0.999	string	3
H3C12	CBX3	0.999	string	3
BECN1	VMP1	0.999	string	3
BECN1	RB1CC1	0.999	string	3
BECN1	RUBCN	0.999	string	3
BECN1	BCL2L1	0.999	string	3
BECN1	ULK1	0.999	string	3
EXOC8	EXOC2	0.999	string	3
EXOC8	EXOC7	0.999	string	3
