geneA	geneB	score	db	level
NDUFAF5	NDUFAF3	0.999	string	2
NDUFAF5	NDUFS3	0.96	string	2
NDUFAF5	NDUFAF4	0.953	string	2
UCN3	CRHR2	0.999	string	2
UCN3	CRHR1	0.998	string	2
UCN3	UCN2	0.998	string	2
UCN3	CRH	0.997	string	2
UCN3	UCN	0.995	string	2
TFPT	UCHL5	0.986	string	2
TFPT	ACTR8	0.985	string	2
TFPT	NFRKB	0.984	string	2
TFPT	ACTR5	0.981	string	2
CFI	CFH	0.999	string	2
CFI	CD46	0.98	string	2
CFI	CFB	0.97	string	2
CFI	C4B	0.954	string	2
HLA-DRA	HLA-DPA1	0.999	string	2
HLA-DRA	HLA-DRB5	0.999	string	2
RAD21L1	SMC3	0.998	string	2
RAD21L1	SMC1A	0.996	string	2
RAD21L1	STAG2	0.978	string	2
KANSL1	PHF20	0.999	string	2
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
C1GALT1	C1GALT1C1	0.978	string	2
C1GALT1	GCNT1	0.974	string	2
C1GALT1	ST3GAL1	0.973	string	2
C1GALT1	B3GNT6	0.972	string	2
ACE2	DPP4	0.999	string	2
ACE2	TMPRSS2	0.999	string	2
ACE2	SLC6A19	0.999	string	2
ACE2	SLC6A20	0.998	string	2
C4A	C4B	0.999	string	2
C4A	C4BPA	0.998	string	2
C4A	CD46	0.998	string	2
C4A	C3	0.998	string	2
AGTR1	GNAQ	0.997	string	2
AGTR1	ACE2	0.996	string	2
AGTR1	AGTRAP	0.982	string	2
AGTR1	AGTR2	0.982	string	2
HLA-DMB	HLA-DRA	0.999	string	2
HLA-DMB	HLA-DOB	0.998	string	2
HLA-DMB	HLA-DPA1	0.997	string	2
TGFA	ERBB3	0.998	string	2
TGFA	ERBB2	0.998	string	2
TGFA	EGF	0.998	string	2
TGFA	ERBB4	0.989	string	2
GCNT1	ST3GAL1	0.971	string	2
GCNT1	B3GNT6	0.967	string	2
GCNT1	C1GALT1C1	0.965	string	2
C4B	C3	0.998	string	2
C4B	C4BPA	0.998	string	2
C4B	CD46	0.998	string	2
NECTIN3	TIGIT	0.999	string	2
NECTIN3	AFDN	0.999	string	2
NECTIN3	NECTIN2	0.999	string	2
NECTIN3	NECTIN1	0.997	string	2
NSFL1C	VCPIP1	0.999	string	2
NSFL1C	UBXN6	0.999	string	2
NSFL1C	VCP	0.999	string	2
NSFL1C	UFD1	0.998	string	2
TIGIT	NECTIN2	0.999	string	2
TIGIT	CD226	0.986	string	2
TIGIT	NECTIN1	0.978	string	2
FAU	RPL17	0.999	string	2
FAU	RPL23A	0.999	string	2
FAU	RPL8	0.999	string	2
FAU	RPS20	0.999	string	2
FAU	RPL10A	0.999	string	2
NFRKB	UCHL5	0.998	string	2
NFRKB	INO80	0.996	string	2
NFRKB	ACTR8	0.991	string	2
CD226	NECTIN2	0.999	string	2
CD226	NECTIN1	0.992	string	2
CD226	ITGB2	0.97	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
REC8	SMC1A	0.996	string	2
REC8	STAG1	0.994	string	2
B3GNT6	C1GALT1C1	0.969	string	2
B3GNT6	GCNT3	0.968	string	2
PTPN11	SIRPA	0.999	string	2
PTPN11	IRS1	0.999	string	2
PTPN11	GAB1	0.999	string	2
PTPN11	PDGFRB	0.999	string	2
KNG1	KLKB1	0.999	string	2
KNG1	BDKRB2	0.999	string	2
KNG1	BDKRB1	0.999	string	2
KNG1	F12	0.998	string	2
KNG1	C1QBP	0.998	string	2
CTLA4	CD86	0.999	string	2
CTLA4	LOC102723996	0.999	string	2
CTLA4	CD80	0.999	string	2
CTLA4	CD274	0.999	string	2
CTLA4	ICOS	0.998	string	2
INO80	RUVBL2	0.999	string	2
INO80	RUVBL1	0.999	string	2
LARS2	KARS1	0.996	string	2
LARS2	MARS1	0.994	string	2
LARS2	EPRS1	0.992	string	2
LARS2	QARS1	0.991	string	2
MIF	CD74	0.999	string	3
MIF	CXCR2	0.993	string	3
MIF	CXCR4	0.991	string	3
MIF	COPS5	0.976	string	3
MIF	GOT2	0.929	string	3
BDKRB1	KNG1	0.999	string	3
BDKRB1	GNAQ	0.974	string	3
BDKRB1	AGT	0.973	string	3
BDKRB1	BDKRB2	0.969	string	3
BDKRB1	GNB1	0.952	string	3
STAG2	SMC3	0.999	string	3
STAG2	RAD21	0.999	string	3
STAG2	PDS5A	0.999	string	3
STAG2	SMC1A	0.999	string	3
STAG2	WAPL	0.997	string	3
CYP4F3	CYP4F2	0.977	string	3
CYP4F3	CYP2J2	0.97	string	3
CYP4F3	CYP2C9	0.952	string	3
CYP4F3	POR	0.951	string	3
CYP4F3	CYP2C19	0.95	string	3
CYP4F2	CYP2C9	0.974	string	3
CYP4F2	VKORC1	0.967	string	3
CYP4F2	CYP2C19	0.956	string	3
CYP4F2	CYP2C8	0.951	string	3
CYP3A5	UGT1A4	0.978	string	3
CYP3A5	UGT1A8	0.976	string	3
CYP3A5	UGT1A6	0.975	string	3
CYP3A5	UGT1A1	0.974	string	3
CYP3A5	UGT1A7	0.974	string	3
AIMP2	KARS1	0.999	string	3
AIMP2	MARS1	0.999	string	3
AIMP2	DARS1	0.999	string	3
AIMP2	QARS1	0.999	string	3
AIMP2	AIMP1	0.999	string	3
C1QBP	KNG1	0.998	string	3
C1QBP	F12	0.966	string	3
C1QBP	PHB2	0.964	string	3
C1QBP	VTN	0.959	string	3
C1QBP	KRT1	0.949	string	3
NDUFS7	NDUFA12	0.999	string	3
NDUFS7	MT-ND5	0.999	string	3
NDUFS7	NDUFA9	0.999	string	3
NDUFS7	NDUFA5	0.999	string	3
NDUFS7	NDUFB8	0.999	string	3
H4C6	RBBP4	0.999	string	3
H4C6	H2AC8	0.999	string	3
H4C6	H2AC20	0.999	string	3
H4C6	H3-4	0.999	string	3
H4C6	H3-3B	0.999	string	3
CFP	C3	0.999	string	3
CFP	CFB	0.992	string	3
CFP	NCR1	0.974	string	3
CFP	B4E1Z4_HUMAN	0.918	string	3
NECTIN2	AFDN	0.999	string	3
NECTIN2	NECTIN3	0.999	string	3
NECTIN2	CD226	0.999	string	3
NECTIN2	TIGIT	0.999	string	3
NECTIN2	CD96	0.999	string	3
F12	KNG1	0.998	string	3
F12	SERPING1	0.987	string	3
F12	KLKB1	0.972	string	3
F12	SERPINC1	0.969	string	3
PPIG	CDC40	0.973	string	3
PPIG	CYP3A4	0.973	string	3
PPIG	SYF2	0.969	string	3
PPIG	SLU7	0.964	string	3
PPIG	CYP2B6	0.964	string	3
PDGFRB	PDGFA	0.999	string	3
PDGFRB	PTPN11	0.999	string	3
PDGFRB	PDGFB	0.999	string	3
PDGFRB	PIK3R1	0.999	string	3
PDGFRB	PDGFD	0.999	string	3
RPL8	RPL4	0.999	string	3
RPL8	RPS7	0.999	string	3
RPL8	RPS4X	0.999	string	3
RPL8	RPLP1	0.999	string	3
RPL8	RPS5	0.999	string	3
GAB1	GRB2	0.999	string	3
GAB1	PTPN11	0.999	string	3
GAB1	SHC1	0.995	string	3
GAB1	CRKL	0.992	string	3
UFD1	UBXN7	0.999	string	3
UFD1	VCP	0.999	string	3
UFD1	NPLOC4	0.999	string	3
UFD1	FAF2	0.999	string	3
UFD1	FAF1	0.999	string	3
NDUFS3	UQCRFS1	0.999	string	3
NDUFS3	MT-ND2	0.999	string	3
NDUFS3	MT-ND1	0.999	string	3
NDUFS3	NDUFV1	0.999	string	3
NDUFS3	MT-ND4L	0.999	string	3
NECTIN1	AFDN	0.999	string	3
NECTIN1	NECTIN3	0.997	string	3
NECTIN1	ACKR1	0.994	string	3
NECTIN1	CDH17	0.992	string	3
NECTIN1	CD96	0.992	string	3
DARS1	EPRS1	0.999	string	3
DARS1	EEF1E1	0.999	string	3
DARS1	QARS1	0.999	string	3
DARS1	MARS1	0.999	string	3
CD80	CTLA4	0.999	string	3
CD80	CD86	0.999	string	3
CD80	CD274	0.999	string	3
CD80	CD28	0.999	string	3
CD80	CD40	0.999	string	3
RBBP5	DPY30	0.999	string	3
RBBP5	ASH2L	0.999	string	3
RBBP5	KMT2C	0.999	string	3
RBBP5	SETD1A	0.999	string	3
RBBP5	HCFC1	0.999	string	3
KLKB1	KNG1	0.999	string	3
KLKB1	SERPING1	0.996	string	3
KLKB1	A2M	0.957	string	3
KLKB1	PLG	0.936	string	3
EGF	ERBB2	0.999	string	3
EGF	ERBB4	0.999	string	3
EGF	ERBB3	0.999	string	3
EGF	TGFA	0.998	string	3
ITIH4	CXCR4	0.999	string	3
ITIH4	CD4	0.999	string	3
ITIH4	CCR5	0.999	string	3
ITIH4	CD209	0.998	string	3
ITIH4	SCD5	0.997	string	3
ERBB3	GRB2	0.999	string	3
ERBB3	NRG2	0.999	string	3
ERBB3	SHC1	0.999	string	3
ERBB3	ERBB4	0.999	string	3
NDUFB10	NDUFV3	0.999	string	3
NDUFB10	NDUFA2	0.999	string	3
NDUFB10	NDUFS2	0.999	string	3
NDUFB10	NDUFS5	0.999	string	3
NDUFB10	NDUFA8	0.999	string	3
FCN3	MASP1	0.999	string	3
FCN3	MASP2	0.993	string	3
FCN3	MBL2	0.988	string	3
FCN3	FCN2	0.97	string	3
FCN3	COLEC11	0.946	string	3
UCN2	CRHR2	0.999	string	3
UCN2	UCN3	0.998	string	3
UCN2	CRHR1	0.997	string	3
UCN2	UCN	0.996	string	3
UCN2	CRH	0.995	string	3
NIPBL	SMC3	0.999	string	3
NIPBL	RAD21	0.999	string	3
NIPBL	MAU2	0.999	string	3
NIPBL	SMC1A	0.999	string	3
NIPBL	PDS5A	0.998	string	3
GNAQ	S1PR3	0.999	string	3
GNAQ	HRH1	0.999	string	3
GNAQ	GRM5	0.999	string	3
GNAQ	PLCB1	0.999	string	3
GNAQ	PLCB3	0.999	string	3
FCN2	MASP1	0.999	string	3
FCN2	MASP2	0.999	string	3
FCN2	MBL2	0.998	string	3
FCN2	PTX3	0.954	string	3
CCR5	CCL3L1	0.999	string	3
CCR5	CCL8	0.999	string	3
CCR5	CCL5	0.999	string	3
CCR5	CD4	0.999	string	3
MASP1	FCN1	0.999	string	3
MASP1	MBL2	0.998	string	3
MASP1	SERPING1	0.99	string	3
NDUFS4	NDUFB5	0.999	string	3
NDUFS4	NDUFA13	0.999	string	3
NDUFS4	NDUFC2	0.999	string	3
NDUFS4	MT-ND4	0.999	string	3
NDUFS4	MT-ND3	0.999	string	3
WAPL	PDS5A	0.999	string	3
WAPL	RAD21	0.999	string	3
WAPL	SMC3	0.999	string	3
WAPL	STAG1	0.999	string	3
WAPL	PDS5B	0.999	string	3
UBXN6	VCP	0.999	string	3
UBXN6	UBXN4	0.999	string	3
UBXN6	NSFL1C	0.999	string	3
UBXN6	FAF1	0.997	string	3
UBXN6	UBXN10	0.997	string	3
PDS5A	STAG1	0.999	string	3
PDS5A	RAD21	0.999	string	3
PDS5A	CDCA5	0.999	string	3
C1GALT1C1	C1GALT1	0.978	string	3
C1GALT1C1	ST6GALNAC1	0.973	string	3
C1GALT1C1	B3GNT6	0.969	string	3
C1GALT1C1	GCNT1	0.965	string	3
C1GALT1C1	ST3GAL1	0.964	string	3
IRS1	PIK3R1	0.999	string	3
IRS1	INSR	0.999	string	3
IRS1	PTPN11	0.999	string	3
IRS1	INS	0.999	string	3
IRS1	GRB2	0.999	string	3
SLC6A19	ACE2	0.999	string	3
SLC6A19	CLTRN	0.957	string	3
SLC6A19	SLC36A2	0.956	string	3
ASPSCR1	VCP	0.998	string	3
ASPSCR1	NSFL1C	0.997	string	3
ASPSCR1	UBXN7	0.997	string	3
ASPSCR1	UBXN2A	0.997	string	3
ASPSCR1	NPLOC4	0.997	string	3
QARS1	MARS1	0.999	string	3
QARS1	LARS1	0.999	string	3
QARS1	KARS1	0.999	string	3
QARS1	EPRS1	0.999	string	3
VCPIP1	NSFL1C	0.999	string	3
VCPIP1	VCP	0.999	string	3
VCPIP1	NPLOC4	0.998	string	3
VCPIP1	UFD1	0.998	string	3
VCPIP1	UBXN7	0.996	string	3
CYP4A11	CYP1A2	0.972	string	3
CYP4A11	CYP2A6	0.97	string	3
CYP4A11	CYP2B6	0.966	string	3
CYP4A11	CYP2C8	0.966	string	3
CYP4A11	CYP2E1	0.964	string	3
ACAD9	TMEM126B	0.999	string	3
ACAD9	NDUFAF1	0.999	string	3
ACAD9	ECSIT	0.999	string	3
ACAD9	TIMMDC1	0.999	string	3
ACAD9	NDUFAF3	0.998	string	3
CD46	C3	0.999	string	3
CD46	C4B	0.998	string	3
CD46	C4A	0.998	string	3
CD46	MYBPH	0.993	string	3
CD46	MSN	0.985	string	3
CFHR1	C3	0.999	string	3
CFHR1	CFB	0.921	string	3
CFHR1	CFH	0.91	string	3
NDUFS8	NDUFS7	0.999	string	3
NDUFS8	NDUFB4	0.999	string	3
NDUFS8	NDUFB6	0.999	string	3
NDUFS8	NDUFA10	0.999	string	3
NDUFS8	NDUFA8	0.999	string	3
RUVBL1	ACTL6A	0.999	string	3
RUVBL1	INO80	0.999	string	3
RUVBL1	INO80C	0.999	string	3
RUVBL1	TRRAP	0.999	string	3
RUVBL1	YEATS4	0.999	string	3
ICOS	ICOSLG	0.999	string	3
ICOS	CD40LG	0.999	string	3
ICOS	LOC102723996	0.999	string	3
ICOS	CTLA4	0.998	string	3
ICOS	CD80	0.997	string	3
AGTRAP	AGTR1	0.982	string	3
SMC1A	STAG1	0.999	string	3
SMC1A	RAD21	0.999	string	3
KARS1	IARS1	0.999	string	3
KARS1	EPRS1	0.999	string	3
KARS1	RARS1	0.999	string	3
NDUFV2	NDUFS7	0.999	string	3
NDUFV2	NDUFB4	0.999	string	3
NDUFV2	NDUFB6	0.999	string	3
NDUFV2	NDUFA10	0.999	string	3
NDUFV2	NDUFS8	0.999	string	3
UPP1	TYMP	0.999	string	3
UPP1	CDA	0.997	string	3
UPP1	PNP	0.994	string	3
UPP1	DPYD	0.987	string	3
UPP1	UMPS	0.983	string	3
NDUFA12	MT-ND4	0.999	string	3
NDUFA12	NDUFA4	0.999	string	3
NDUFA12	MT-ND3	0.999	string	3
NDUFA12	NDUFB5	0.999	string	3
NDUFA12	NDUFC2	0.999	string	3
MORF4L1	MEAF6	0.999	string	3
MORF4L1	ING3	0.999	string	3
MORF4L1	KAT5	0.999	string	3
MORF4L1	YEATS4	0.999	string	3
MORF4L1	PHF12	0.999	string	3
CD86	CTLA4	0.999	string	3
CD86	CD28	0.999	string	3
CD86	CD40LG	0.998	string	3
CD86	PDCD1	0.996	string	3
H3C13	H2AC18	0.999	string	3
H3C13	CBX3	0.999	string	3
H3C13	H2BC21	0.999	string	3
H3C13	DNMT3A	0.999	string	3
H3C13	CBX1	0.999	string	3
GNG2	GNB1	0.999	string	3
GNG2	GNB3	0.999	string	3
GNG2	GNB5	0.999	string	3
GNG2	GNB4	0.999	string	3
GNG2	GNB2	0.999	string	3
ACTR8	RUVBL1	0.998	string	3
ACTR8	ACTR5	0.998	string	3
ACTR8	RUVBL2	0.997	string	3
ACTR8	INO80C	0.997	string	3
ACTR8	ACTL6A	0.995	string	3
CYP3A7	CYP2C9	0.971	string	3
CYP3A7	CYP2C8	0.969	string	3
CYP3A7	CYP3A5	0.968	string	3
CYP3A7	CYP2B6	0.967	string	3
CYP3A7	CYP2C18	0.967	string	3
KAT5	ING3	0.999	string	3
KAT5	EP400	0.999	string	3
KAT5	APBB1	0.999	string	3
KAT5	RUVBL1	0.999	string	3
KAT5	MEAF6	0.999	string	3
CRHR2	UCN3	0.999	string	3
CRHR2	UCN	0.999	string	3
CRHR2	CRH	0.999	string	3
CRHR2	CRHBP	0.974	string	3
CYP1A2	GAPDH	0.989	string	3
CYP1A2	CYP2E1	0.982	string	3
CYP1A2	CYP7A1	0.973	string	3
CYP1A2	NAT2	0.973	string	3
ERBB4	SHC1	0.999	string	3
ERBB4	BTC	0.999	string	3
ERBB4	NRG3	0.999	string	3
ERBB4	NRG2	0.999	string	3
DPY30	KMT2C	0.999	string	3
DPY30	ASH2L	0.999	string	3
DPY30	SETD1B	0.999	string	3
DPY30	WDR5	0.999	string	3
SLC6A20	ACE2	0.998	string	3
SLC6A20	SLC36A2	0.959	string	3
SLC6A20	XYLT2	0.92	string	3
MCRS1	KANSL3	0.999	string	3
MCRS1	KANSL2	0.999	string	3
MCRS1	PHF20	0.998	string	3
MCRS1	KANSL1	0.996	string	3
MCRS1	WDR5	0.993	string	3
TMEM126B	NDUFAF1	0.999	string	3
TMEM126B	ECSIT	0.999	string	3
TMEM126B	TIMMDC1	0.999	string	3
TMEM126B	NDUFA13	0.997	string	3
VCP	ATXN3	0.999	string	3
VCP	SELENOS	0.999	string	3
VCP	FAF1	0.999	string	3
VCP	DERL1	0.999	string	3
H3C12	H2BC21	0.999	string	3
H3C12	DNMT3A	0.999	string	3
H3C12	ASF1A	0.999	string	3
H3C12	H2AC18	0.999	string	3
H3C12	CBX3	0.999	string	3
DPP4	ACE2	0.999	string	3
DPP4	ADA	0.999	string	3
DPP4	CAV1	0.991	string	3
DPP4	PTPRC	0.99	string	3
DPP4	GCG	0.987	string	3
AFDN	NECTIN3	0.999	string	3
AFDN	TJP2	0.999	string	3
AFDN	TJP1	0.999	string	3
IARS2	EPRS1	0.999	string	3
IARS2	LARS1	0.996	string	3
IARS2	KARS1	0.995	string	3
IARS2	MARS1	0.995	string	3
IARS2	MARS2	0.995	string	3
C4BPA	C4A	0.998	string	3
C4BPA	C4B	0.998	string	3
C4BPA	C4BPB	0.978	string	3
CFH	C3	0.999	string	3
CFH	CFI	0.999	string	3
CFH	CRP	0.996	string	3
CFH	C4A	0.965	string	3
CFH	CFB	0.961	string	3
UCHL5	PSMD4	0.999	string	3
UCHL5	USP14	0.999	string	3
UCHL5	PSMC4	0.999	string	3
UCHL5	ADRM1	0.999	string	3
UCHL5	PSMD7	0.999	string	3
NDUFS2	MT-ND3	0.999	string	3
NDUFS2	MT-ND4	0.999	string	3
NDUFS2	NDUFC2	0.999	string	3
NDUFS2	NDUFA13	0.999	string	3
NDUFS2	NDUFB5	0.999	string	3
RARS2	EPRS1	0.999	string	3
RARS2	QARS1	0.999	string	3
RARS2	KARS1	0.998	string	3
RARS2	IARS1	0.99	string	3
RARS2	LARS2	0.99	string	3
CYP2C19	CYP2C9	0.988	string	3
CYP2C19	CYP3A4	0.968	string	3
CYP2C19	CYP3A5	0.959	string	3
CYP2C19	PPIG	0.958	string	3
CYP2C19	CYP4A11	0.957	string	3
AGTR2	AGT	0.999	string	3
AGTR2	AGTR1	0.982	string	3
AGTR2	ACE2	0.954	string	3
AGTR2	REN	0.935	string	3
ADA	PNP	0.998	string	3
ADA	ADA2	0.992	string	3
ADA	ADK	0.992	string	3
ADA	NT5E	0.984	string	3
NDUFS5	NDUFAB1	0.999	string	3
NDUFS5	NDUFS1	0.999	string	3
NDUFS5	NDUFV2	0.999	string	3
